Species,Type
Abroscopus_albogularis,dome
Abroscopus_schisticeps,cup
Abroscopus_superciliaris,cup
Acanthagenys_rufogularis,cup
Acanthidops_bairdii,cup
Acanthisitta_chloris,cavity
Acanthiza_apicalis,dome
Acanthiza_chrysorrhoa,dome
Acanthiza_ewingii,dome
Acanthiza_inornata,dome
Acanthiza_iredalei,dome
Acanthiza_katherina,dome
Acanthiza_lineata,dome
Acanthiza_murina,dome
Acanthiza_nana,dome
Acanthiza_pusilla,dome
Acanthiza_reguloides,dome
Acanthiza_robustirostris,dome
Acanthiza_uropygialis,dome
Acanthorhynchus_superciliosus,cup
Acanthorhynchus_tenuirostris,cup
Acanthornis_magna,dome
Achaetops_pycnopygius,cup
Acridotheres_albocinctus,cavity
Acridotheres_burmannicus,cavity
Acridotheres_cinereus,cavity
Acridotheres_cristatellus,cavity
Acridotheres_fuscus,cavity
Acridotheres_ginginianus,cavity
Acridotheres_grandis,cavity
Acridotheres_javanicus,cavity
Acridotheres_melanopterus,cavity
Acridotheres_tristis,cavity
Acrobatornis_fonsecai,dome
Acrocephalus_aedon,cup
Acrocephalus_aequinoctialis,cup
Acrocephalus_agricola,cup
Acrocephalus_arundinaceus,cup
Acrocephalus_atyphus,cup
Acrocephalus_australis,cup
Acrocephalus_baeticatus,cup
Acrocephalus_bistrigiceps,cup
Acrocephalus_caffer,cup
Acrocephalus_concinens,cup
Acrocephalus_dumetorum,cup
Acrocephalus_familiaris,cup
Acrocephalus_gracilirostris,cup
Acrocephalus_kerearako,cup
Acrocephalus_melanopogon,cup
Acrocephalus_mendanae,cup
Acrocephalus_newtoni,cup
Acrocephalus_orientalis,cup
Acrocephalus_paludicola,cup
Acrocephalus_palustris,cup
Acrocephalus_rufescens,cup
Acrocephalus_schoenobaenus,cup
Acrocephalus_scirpaceus,cup
Acrocephalus_sechellensis,cup
Acrocephalus_stentoreus,cup
Acrocephalus_taiti,cup
Acrocephalus_vaughani,cup
Actinodura_egertoni,cup
Actinodura_nipalensis,cup
Actinodura_ramsayi,cup
Aegithalos_bonvaloti,dome
Aegithalos_caudatus,dome
Aegithalos_concinnus,dome
Aegithalos_iouschistos,dome
Aegithalos_leucogenys,dome
Aegithalos_niveogularis,dome
Aegithina_tiphia,cup
Aethopyga_boltoni,dome
Aethopyga_christinae,dome
Aethopyga_duyvenbodei,dome
Aethopyga_flagrans,dome
Aethopyga_primigenia,dome
Aethopyga_siparaja,dome
Agelaioides_badius,cup
Agelaius_humeralis,cup
Agelaius_phoeniceus,cup
Agelaius_tricolor,cup
Agelaius_xanthomus,cup
Agelasticus_cyanopus,cup
Agelasticus_thilius,cup
Agelasticus_xanthophthalmus,cup
Agriornis_micropterus,cup
Agriornis_murinus,cup
Sturnia_philippensis,cavity
Sturnia_sturnina,cavity
Ailuroedus_crassirostris,cup
Ailuroedus_melanotis,cup
Aimophila_rufescens,cup
Aimophila_ruficeps,cup
Alaemon_alaudipes,cup
Alario_alario,cup
Alauda_arvensis,cup
Alauda_gulgula,cup
Alcippe_grotei,cup
Alcippe_morrisonia,cup
Alcippe_peracensis,cup
Alcippe_poioicephala,cup
Aleadryas_rufinucha,cup
Alectrurus_risora,cup
Alectrurus_tricolor,cup
Alethe_castanea,cavity
Alethe_diademata,cavity or cup
Alophoixus_bres,cup
Alophoixus_flaveolus,cup
Alophoixus_ochraceus,cup
Alophoixus_pallidus,cup
Alopochelidon_fucata,cavity
Amadina_erythrocephala,cavity
Amadina_fasciata,cavity or dome
Amalocichla_incerta,cup
Amandava_amandava,dome
Sporaeginthus_subflavus,dome
Amaurospiza_moesta,cup
Amblycercus_holosericeus,cup
Amblyornis_inornata,cup
Amblyornis_macgregoriae,cup
Amblyornis_subalaris,cup
Amblyospiza_albifrons,dome
Amblyramphus_holosericeus,cup
Ammodramus_aurifrons,cup
Ammodramus_bairdii,cup
Ammodramus_caudacutus,cup
Ammodramus_henslowii,cup
Ammodramus_humeralis,cup
Ammodramus_leconteii,cup
Ammodramus_maritimus,cup
Ammodramus_nelsoni,cup
Ammodramus_savannarum,cup
Ammomanes_cinctura,cup
Ammomanes_deserti,cup
Ammomanes_phoenicura,cup
Ammomanopsis_grayi,cup or dome
Ampeliceps_coronatus,cavity
Ampelion_rubrocristatus,cup
Ampelion_rufaxilla,cup
Amphispiza_bilineata,cup
Amphispiza_quinquestriata,cup
Amytornis_ballarae,dome
Amytornis_barbatus,dome
Amytornis_dorotheae,dome
Amytornis_goyderi,dome
Amytornis_housei,dome
Amytornis_purnelli,dome
Amytornis_striatus,dome
Amytornis_textilis,dome
Amytornis_woodwardi,dome
Anabacerthia_striaticollis,cavity
Anabazenops_dorsalis,cavity
Anabazenops_fuscus,cavity
Anairetes_alpinus,cup
Anairetes_flavirostris,cup
Anairetes_parulus,cup
Stelgidillas_gracilirostris,cup
Eurillas_gracilis,cup
Andropadus_importunus,cup
Eurillas_latirostris,cup
Arizelocichla_masukuensis,cup
Arizelocichla_milanjensis,cup
Arizelocichla_nigriceps,cup
Arizelocichla_tephrolaemus,cup
Eurillas_virens,cup
Anisognathus_melanogenys,cup
Anisognathus_notabilis,cup
Anisognathus_somptuosus,cup
Anomalospiza_imberbis,dome
Anthochaera_carunculata,cup
Anthochaera_chrysoptera,cup
Anthochaera_lunulata,cup
Anthochaera_paradoxa,cup
Anthochaera_phrygia,cup
Hedydipna_collaris,dome
Anthornis_melanura,cavity or cup
Anthoscopus_minutus,dome
Anthreptes_malacensis,dome
Anthreptes_orientalis,dome
Anthreptes_rectirostris,dome
Anthus_berthelotii,cup
Anthus_brachyurus,cup
Anthus_campestris,cup
Anthus_cervinus,cup
Anthus_cinnamomeus,cup
Anthus_correndera,cup
Anthus_godlewskii,cup
Anthus_gustavi,cup
Anthus_hodgsoni,cup
Anthus_lutescens,dome
Anthus_petrosus,cavity or cup
Anthus_pratensis,cup
Anthus_richardi,cup
Anthus_rubescens,cup
Anthus_spinoletta,cup
Anthus_spragueii,cup
Anthus_trivialis,cup
Antilophia_galeata,cup
Anumbius_annumbi,dome
Apalis_binotata,dome
Apalis_cinerea,dome
Apalis_flavida,dome
Apalis_jacksoni,cup
Apalis_melanocephala,dome
Apalis_pulchra,dome
Apalis_ruwenzorii,dome
Apalis_thoracica,dome
Aphelocephala_leucopsis,dome
Aphelocephala_nigricincta,dome
Aphelocoma_californica,cup
Aphelocoma_coerulescens,cup
Aphelocoma_insularis,cup
Aphelocoma_ultramarina,cup
Aphelocoma_unicolor,cup
Aphrastura_spinicauda,cavity
Aplonis_brunneicapillus,dome
Aplonis_cantoroides,cavity
Aplonis_cinerascens,cavity
Aplonis_grandis,dome
Aplonis_insularis,cavity
Aplonis_metallica,dome
Aplonis_minor,cavity
Aplonis_panayensis,cavity
Aplonis_pelzelni,cavity
Aplonis_tabuensis,cavity
Arachnothera_affinis,dome
Arachnothera_chrysogenys,dome
Arachnothera_longirostra,dome
Arachnothera_magna,dome
Arachnothera_robusta,dome
Archboldia_papuensis,cup
Arremon_aurantiirostris,dome
Arremon_brunneinucha,cup
Arremon_castaneiceps,dome
Arremon_flavirostris,cup
Arremon_schlegeli,dome
Arremon_torquatus,cup
Arremon_virenticeps,cup
Arremonops_chloronotus,dome
Arremonops_conirostris,dome
Arremonops_rufivirgatus,dome
Arses_telescophthalmus,cup
Artamella_viridis,cup
Artamus_cinereus,cup
Artamus_cyanopterus,cup
Artamus_leucorynchus,cup
Artamus_minor,cup
Artamus_personatus,cup
Artamus_superciliosus,cup
Amphispiza_belli,cup
Artisornis_metopias,cup
Arundinicola_leucocephala,dome
Ashbyia_lovensis,cup
Asthenes_anthoides,dome
Asthenes_baeri,dome
Pseudasthenes_cactorum,cup
Asthenes_dorbignyi,dome
Pseudasthenes_humicola,dome
Asthenes_humilis,dome
Pseudasthenes_patagonica,dome
Asthenes_pyrrholeuca,dome
Asthenes_sclateri,dome
Pseudasthenes_steinbachi,dome
Asthenes_wyatti,dome
Astrapia_rothschildi,cup
Atlapetes_albinucha,cup
Atlapetes_citrinellus,cup
Atlapetes_latinuchus,cup
Atlapetes_pileatus,cup
Atrichornis_clamosus,dome
Atticora_fasciata,cavity
Pygochelidon_melanoleuca,cavity
Attila_rufus,cavity
Attila_spadiceus,cavity
Auriparus_flaviceps,dome
Automolus_infuscatus,cavity
Automolus_leucophthalmus,cavity
Automolus_ochrolaemus,cavity
Automolus_rubiginosus,cavity
Babax_lanceolatus,cup
Baeolophus_atricristatus,cavity
Baeolophus_bicolor,cavity
Baeolophus_inornatus,cavity
Baeolophus_ridgwayi,cavity
Baeolophus_wollweberi,cavity
Baeopogon_clamans,cup
Baeopogon_indicator,cup
Bangsia_arcaei,cavity or dome
Bangsia_aureocincta,dome
Bangsia_edwardsi,cup
Bangsia_rothschildi,dome
Myiothlypis_conspicillatus,dome
Myiothlypis_coronatus,dome
Basileuterus_culicivorus,dome
Myiothlypis_flaveolus,dome
Myiothlypis_fulvicauda,dome
Myiothlypis_leucoblepharus,dome
Myiothlypis_leucophrys,dome
Basileuterus_melanogenys,dome
Myiothlypis_nigrocristatus,dome
Basileuterus_rufifrons,dome
Basileuterus_trifasciatus,dome
Basileuterus_tristriatus,dome
Basilornis_mirandus,cavity
Batara_cinerea,cup
Bathmocercus_rufus,dome
Batis_capensis,cup
Batis_minor,cup
Batis_mixta,cup
Batis_molitor,cup
Batis_pririt,cup
Batis_soror,cup
Bias_musicus,cup
Bleda_canicapillus,cup
Bleda_notatus,cup
Bleda_syndactylus,cup
Bombycilla_cedrorum,cup
Bombycilla_garrulus,cup
Bombycilla_japonica,cup
Brachypteryx_leucophrys,dome
Brachypteryx_montana,dome
Bradornis_infuscatus,cup
Bradornis_mariquensis,cup
Bradornis_microrhynchus,cup
Bradornis_pallidus,cup
Bradypterus_alishanensis,cup
Bradypterus_baboecala,cup
Bradypterus_barratti,cup
Bradypterus_cinnamomeus,cup
Bradypterus_davidi,dome
Bradypterus_lopezi,cup
Bradypterus_luteoventris,cup or dome
Bradypterus_major,cup
Bradypterus_sylvaticus,cup
Bradypterus_tacsanowskius,cup
Bradypterus_thoracicus,cup or dome
Cryptillas_victorini,cup
Bubalornis_albirostris,dome
Bubalornis_niger,dome
Bucanetes_githagineus,cavity
Buphagus_africanus,cavity
Buphagus_erythrorhynchus,cavity
Cacicus_cela,dome
Cacicus_chrysopterus,cup
Cacicus_haemorrhous,dome
Cacicus_sclateri,cup
Calamanthus_campestris,dome
Calamanthus_fuliginosus,dome
Calamospiza_melanocorys,cup
Calandrella_acutirostris,cup
Calandrella_brachydactyla,cup
Calandrella_rufescens,cup
Calcarius_lapponicus,cup
Calcarius_ornatus,cup
Calcarius_pictus,cup
Calendulauda_albescens,dome
Calendulauda_barlowi,dome
Calendulauda_burra,dome
Calendulauda_erythrochlamys,dome
Calendulauda_sabota,dome
Calocitta_colliei,cup
Calocitta_formosa,cup
Calyptocichla_serina,cup
Calyptomena_viridis,dome
Calyptophilus_frugivorus,cup
Calyptophilus_tertius,cup
Camarhynchus_heliobates,dome
Camarhynchus_pallidus,dome
Camarhynchus_parvulus,dome
Camarhynchus_pauper,dome
Camarhynchus_psittacula,dome
Camaroptera_brachyura,dome
Camaroptera_chloronota,cup
Campephaga_flava,cup
Campephaga_petiti,cup
Campephaga_phoeniceaB,cup
Saxicola_bifasciatus,cavity
Camptostoma_imberbe,dome
Camptostoma_obsoletum,dome
Campylorhamphus_falcularius,cavity
Campylorhamphus_procurvoides,cavity
Campylorhamphus_trochilirostris,cavity
Campylorhynchus_albobrunneus,dome
Campylorhynchus_brunneicapillus,cup
Campylorhynchus_chiapensis,dome
Campylorhynchus_fasciatus,dome
Campylorhynchus_griseus,dome
Campylorhynchus_gularis,dome
Campylorhynchus_jocosus,dome
Campylorhynchus_megalopterus,dome
Campylorhynchus_nuchalis,dome
Campylorhynchus_rufinucha,dome
Campylorhynchus_turdinus,cavity
Campylorhynchus_yucatanicus,dome
Campylorhynchus_zonatus,dome
Capsiempis_flaveola,cup
Cardellina_rubrifrons,cup
Cardinalis_cardinalis,cup
Cardinalis_phoeniceus,cup
Cardinalis_sinuatus,cup
Chloris_ambigua,cup
Spinus_barbatus,cup
Carduelis_cannabina,cup
Carduelis_carduelis,cup
Chloris_chloris,cup
Serinus_citrinella,cup
Serinus_corsicanus,cup
Spinus_cucullatus,cup
Acanthis_flammea,cup
Carduelis_flavirostris,cup
Acanthis_hornemanni,cup
Spinus_lawrencei,cup
Spinus_pinus,cup
Spinus_psaltria,cup
Chloris_sinica,cup
Chloris_spinoides,cup
Spinus_spinus,dome
Spinus_tristis,cup
Spinus_xanthogastrus,cup
Carpodacus_cassinii,cup
Carpodacus_erythrinus,cup
Carpodacus_mexicanus,cup
Carpodacus_roseus,cup
Carpodacus_rubicilla,cup
Carpodacus_rubicilloides,cup
Carpodacus_thura,cup
Carpodacus_trifasciatus,cup
Carpornis_melanocephala,cup
Carpospiza_brachydactyla,dome
Caryothraustes_canadensis,cup
Caryothraustes_poliogaster,cup
Casiornis_rufus,cavity
Cacicus_melanicterus,cup
Catamenia_inornata,cup
Catharopeza_bishopi,cup
Catharus_aurantiirostris,cup
Catharus_bicknelli,cup
Catharus_frantzii,cup
Catharus_fuscater,cup
Catharus_fuscescens,cup
Catharus_gracilirostris,cup
Catharus_guttatus,cup
Catharus_mexicanus,cup
Catharus_minimus,cup
Catharus_occidentalis,cup
Catharus_ustulatus,cup
Catherpes_mexicanus,cavity
Cecropis_abyssinica,dome
Cecropis_cucullata,dome
Cecropis_daurica,dome
Cecropis_semirufa,dome
Cecropis_striolata,dome
Cephalopterus_ornatus,cup
Cercomacra_carbonaria,cup
Cercomacra_laeta,cup
Cercomacra_manu,cup
Cercomacra_melanaria,cup
Cercomacra_serva,cup
Cercomacra_tyrannina,dome
Cercomela_familiaris,cavity
Cercomela_fusca,cavity
Cercomela_melanura,cup
Cercomela_schlegelii,cup
Cercomela_scotocerca,cavity
Cercomela_sinuata,cavity
Cercomela_tractrac,cup
Cercotrichas_podobe,cavity or cup
Certhia_americana,cavity
Certhia_brachydactyla,cavity
Certhia_familiaris,cavity
Certhia_himalayana,cavity
Certhia_manipurensis,cavity
Certhiaxis_cinnamomeus,dome
Certhidea_fusca,dome
Certhidea_olivacea,dome
Certhilauda_benguelensis,cup
Certhilauda_brevirostris,cup
Certhilauda_chuana,cup
Certhilauda_semitorquata,cup
Certhilauda_subcoronata,cup
Certhionyx_variegatus,cup
Cettia_acanthizoides,cup or dome
Cettia_annae,dome
Cettia_brunnifrons,dome
Cettia_cetti,cup
Cettia_diphone,dome
Cettia_flavolivacea,dome
Cettia_fortipes,dome
Cettia_ruficapilla,dome
Cettia_vulcania,dome
Chaetops_frenatus,cup
Chaetorhynchus_papuensis,cup
Phoenicurus_leucocephalus,cavity
Chalcomitra_adelberti,dome
Chalcomitra_balfouri,dome
Chalcomitra_senegalensis,dome
Chamaea_fasciata,cup
Chamaeza_campanisona,cavity
Chamaeza_nobilis,cavity
Chasiempis_sandwichensis,cup
Cheramoeca_leucosterna,cavity
Chersomanes_albofasciata,cup
Chersophilus_duponti,cup
Ochetorhynchus_melanurus,cavity
Chiroxiphia_boliviana,cup
Chiroxiphia_caudata,cup
Chiroxiphia_linearis,cup
Chiroxiphia_pareola,cup
Chlamydera_cerviniventris,cup
Chlamydera_lauterbachi,cup
Chlamydera_maculata,cup
Chlamydera_nuchalis,cup
Chlamydochaera_jefferyi,cup
Chlorocharis_emiliae,cup
Chlorochrysa_calliparaea,cup
Chlorochrysa_phoenicotis,cup
Atimastillas_flavicollis,cup
Chlorocichla_flaviventris,cup
Hemignathus_kauaiensis,cup
Hemignathus_virens,cup
Chloropeta_natalensis,cup
Chloropeta_similis,cup
Chlorophanes_spiza,cup
Telophorus_bocagei,cup
Telophorus_nigrifrons,cup
Telophorus_sulfureopectus,cup
Chlorophonia_flavirostris,dome
Chlorophonia_occipitalis,dome
Xenopipo_holochlora,cup
Chloropsis_cochinchinensis,cup
Chloropsis_hardwickii,cup
Chloropsis_sonnerati,cup
Chlorornis_riefferii,cup
Chlorospingus_flavigularis,cup
Chlorospingus_ophthalmicus,cup
Chlorospingus_parvirostris,cup
Chlorospingus_pileatus,cup
Chlorospingus_semifuscus,cup
Chlorospingus_tacarcunae,cavity
Chlorothraupis_carmioli,cup
Chlorothraupis_stolzmanni,cup
Chondestes_grammacus,cup
Minla_strigula,cup
Chrysomma_sinense,cup
Chrysomus_icterocephalus,cup
Chrysomus_ruficapillus,cup
Chrysothlypis_chrysomelas,cup
Pyrrholaemus_sagittatus,dome
Cichladusa_guttata,cup
Turdus_lherminieri,cup
Cichlopsis_leucogenys,cup
Cicinnurus_regius,cavity
Cinclocerthia_gutturalis,cup
Cinclocerthia_ruficauda,cup
Cinclodes_atacamensis,cavity
Cinclodes_fuscus,cavity
Cinclodes_nigrofumosus,cavity
Cinclodes_oustaleti,cavity
Cinclodes_patagonicus,cavity
Cincloramphus_cruralis,cup
Cincloramphus_mathewsi,dome
Cinclosoma_punctatum,cup
Cinclus_cinclus,cavity
Cinclus_mexicanus,dome
Cinclus_pallasii,dome
Cinnyricinclus_leucogaster,cavity
Cinnyris_bouvieri,dome
Cinnyris_coquerellii,dome
Cinnyris_cupreus,dome
Cinnyris_dussumieri,dome
Cinnyris_erythrocercus,dome
Cinnyris_humbloti,dome
Cinnyris_jugularis,dome
Cinnyris_mariquensis,dome
Cinnyris_minullus,dome
Cinnyris_notatus,dome
Cinnyris_pulchellus,dome
Cinnyris_souimanga,dome
Cinnyris_superbus,dome
Cinnyris_talatala,dome
Cinnyris_venustus,dome
Cissa_chinensis,cup
Cissomela_pectoralis,cup
Cissopis_leverianus,cup
Cisticola_anonymus,dome
Cisticola_cantans,cup
Cisticola_cherina,dome
Cisticola_fulvicapilla,dome
Cisticola_galactotes,dome
Cisticola_juncidis,dome
Cistothorus_palustris,dome
Cistothorus_platensis,dome
Cleptornis_marchei,cup
Climacteris_picumnus,cavity
Climacteris_rufus,cavity
Clypicterus_oseryi,cup
Clytomyias_insignis,dome
Clytorhynchus_pachycephaloides,cup
Clytospiza_monteiri,dome
Cnemarchus_erythropygius,cup
Cnemophilus_loriae,dome
Cnemotriccus_fuscatus,cup
Cnipodectes_subbrunneus,dome
Coccopygia_melanotis,dome
Coccopygia_quartinia,dome
Coccothraustes_coccothraustes,cup
Cochoa_viridis,cup
Coereba_flaveola,dome
Colluricincla_boweri,cup
Colluricincla_harmonica,cavity or cup
Colluricincla_megarhyncha,cup
Colluricincla_woodwardi,cavity or cup
Colonia_colonus,cavity
Colorhamphus_parvirostris,cup
Compsospiza_baeri,cup
Compsospiza_garleppi,cup
Conioptilon_mcilhennyi,cup
Conirostrum_bicolor,cup
Conirostrum_speciosum,cup
Conopophaga_aurita,cup
Conopophaga_peruviana,cup
Conopophila_albogularis,cup
Conothraupis_speculigera,cup
Contopus_cinereus,cup
Contopus_cooperi,cup
Contopus_fumigatus,cup
Contopus_latirostris,cup
Contopus_pertinax,cup
Contopus_sordidulus,cup
Contopus_virens,cup
Copsychus_albospecularis,cavity
Copsychus_luzoniensis,cavity
Copsychus_malabaricus,cavity
Copsychus_saularis,cavity
Copsychus_sechellarum,cavity
Coracina_azurea,cup
Coracina_boyeri,cup
Coracina_caesia,cup
Coracina_cinerea,cup
Coracina_fimbriata,cup
Coracina_lineata,cup
Coracina_longicauda,cup
Coracina_macei,cup
Coracina_melanoptera,cup
Coracina_melaschistos,cup
Coracina_newtoni,cup
Coracina_novaehollandiae,cup
Coracina_papuensis,cup
Coracina_pectoralis,cup
Coracina_polioptera,cup
Coracina_striata,cup
Coracina_tenuirostris,cup
Coracina_typica,cup
Corapipo_gutturalis,cup
Corapipo_leucorrhoa,cup
Corcorax_melanorhamphos,cup
Cormobates_leucophaea,cavity
Corvinella_corvina,cup
Corvus_albicollis,cup
Corvus_albus,cup
Corvus_brachyrhynchos,cup
Corvus_caurinus,cup
Corvus_corax,cup
Corvus_cornix,cup
Corvus_corone,cup
Corvus_coronoides,cup
Corvus_cryptoleucus,cup
Corvus_dauuricus,cup
Corvus_frugilegus,cup
Corvus_macrorhynchos,cup
Corvus_monedula,cavity or cup
Corvus_nasicus,cup
Corvus_orru,cup
Corvus_ossifragus,cup
Corvus_splendens,cup
Corydon_sumatranus,dome
Coryphistera_alaudina,dome
Coryphospingus_cucullatus,cup
Corythopis_delalandi,dome
Corythopis_torquatus,dome
Cossypha_albicapilla,cavity
Cossypha_anomala,cup
Cossypha_archeri,cup
Cossypha_caffra,cavity
Cossypha_cyanocampter,cup
Cossypha_dichroa,cavity
Cossypha_heuglini,cavity
Cossypha_humeralis,cavity
Cossypha_isabellae,dome
Cossypha_niveicapilla,cavity or cup
Cossypha_semirufa,cavity or cup
Xipholena_punicea,cup
Cracticus_nigrogularis,cup
Cracticus_quoyi,cup
Gymnorhina_tibicen,cup
Cranioleuca_albicapilla,dome
Cranioleuca_albiceps,dome
Cranioleuca_antisiensis,dome
Cranioleuca_demissa,dome
Cranioleuca_erythrops,cup
Cranioleuca_marcapatae,dome
Cranioleuca_obsoleta,dome
Cranioleuca_pyrrhophia,dome
Cranioleuca_subcristata,dome
Cranioleuca_sulphurifera,dome
Cranioleuca_vulpina,dome
Crateroscelis_robusta,dome
Creatophora_cinerea,dome
Criniger_calurus,cup
Criniger_chloronotus,cup
Crossleyia_xanthophrys,cup
Crypsirina_temia,cup
Cryptospiza_reichenovii,dome
Culicicapa_ceylonensis,cup
Culicivora_caudacuta,cup
Curaeus_curaeus,cup
Cutia_nipalensis,cup
Cyanerpes_caeruleus,cup
Cyanerpes_cyaneus,cup
Cyanerpes_lucidus,cup
Cyanistes_caeruleus,cavity
Cyanocitta_cristata,cup
Cyanocitta_stelleri,cup
Cyanocompsa_brissonii,cup
Cyanocompsa_cyanoides,cup
Cyanocompsa_parellina,cup
Cyanocorax_affinis,cup
Cyanocorax_beecheii,cup
Cyanocorax_caeruleus,cup
Cyanocorax_cayanus,cup
Cyanocorax_chrysops,cup
Cyanocorax_cristatellus,cup
Cyanocorax_dickeyi,cup
Cyanocorax_heilprini,cup
Cyanocorax_melanocyaneus,cup
Cyanocorax_sanblasianus,cup
Cyanocorax_violaceus,cup
Cyanocorax_yncas,cup
Cyanocorax_yucatanicus,cup
Cyanolanius_madagascarinus,cup
Cyanoloxia_glaucocaerulea,cup
Cyanolyca_cucullata,cup
Cyanolyca_pulchra,cup
Cyanolyca_turcosa,cup
Cyanomitra_alinae,dome
Cyanomitra_obscura,dome
Cyanomitra_olivacea,dome
Cyanomitra_oritis,dome
Cyanomitra_verticalis,dome
Cyanopica_cooki,cup
Cyanopica_cyanus,cup
Cyanoptila_cyanomelana,cavity
Cyclarhis_gujanensis,cup
Cymbilaimus_lineatus,cup
Cymbirhynchus_macrorhynchos,dome
Cyornis_banyumas,cavity or cup
Cyornis_concretus,cavity
Cyornis_poliogenys,cavity
Cyornis_rubeculoides,cavity
Cyornis_rufigastra,cup
Cyornis_unicolor,cavity
Cyphorhinus_arada,dome
Cypsnagra_hirundinacea,cup
Dacnis_cayana,cup
Dacnis_venusta,cup
Daphoenositta_chrysoptera,cup
Dasyornis_broadbenti,dome
Deconychura_longicauda,cavity
Delichon_dasypus,cup or dome
Delichon_nipalense,dome
Delichon_urbicum,dome
Dendrexetastes_rufigula,cavity
Dendrocincla_anabatina,cavity
Dendrocincla_fuliginosa,cavity
Dendrocincla_homochroa,cavity
Dendrocincla_merula,cavity
Dendrocincla_turdina,cavity
Dendrocitta_formosae,cup
Dendrocolaptes_certhia,cavity
Dendrocolaptes_picumnus,cavity
Dendrocolaptes_platyrostris,cavity
Setophaga_adelaidae,cup
Setophaga_angelae,cup
Setophaga_caerulescens,cup
Setophaga_castanea,cup
Setophaga_cerulea,cup
Setophaga_chrysoparia,cup
Setophaga_coronata,cup
Setophaga_discolor,cup
Setophaga_dominica,cup
Setophaga_fusca,cup
Setophaga_graciae,cup
Setophaga_kirtlandii,cup
Setophaga_magnolia,cup
Setophaga_nigrescens,cup
Setophaga_occidentalis,cup
Setophaga_palmarum,cup
Setophaga_pensylvanica,cup
Setophaga_petechia,cup
Setophaga_pharetra,cup
Setophaga_pinus,cup
Setophaga_pityophila,cup
Setophaga_plumbea,cup
Setophaga_striata,cup
Setophaga_tigrina,cup
Setophaga_townsendi,cup
Setophaga_virens,cavity or cup
Setophaga_vitellina,cup
Dicaeum_aeneum,dome
Dicaeum_agile,cup
Dicaeum_celebicum,dome
Dicaeum_chrysorrheum,cup
Dicaeum_concolor,dome
Dicaeum_cruentatum,dome
Dicaeum_everetti,cup
Dicaeum_geelvinkianum,dome
Dicaeum_hirundinaceum,dome
Dicaeum_ignipectum,cup
Dicaeum_nigrilore,dome
Dicaeum_trigonostigma,dome
Dichrozona_cincta,cup
Dicrurus_adsimilis,cup
Dicrurus_aeneus,cup
Dicrurus_aldabranus,cup
Dicrurus_annectans,cup
Dicrurus_atripennis,cup
Dicrurus_balicassius,cup
Dicrurus_bracteatus,cup
Dicrurus_forficatus,cup
Dicrurus_fuscipennis,cup
Dicrurus_hottentottus,cup
Dicrurus_leucophaeus,cup
Dicrurus_ludwigii,cup
Dicrurus_macrocercus,cup
Dicrurus_modestus,cup
Dicrurus_paradiseus,cup
Dicrurus_remifer,cup
Dicrurus_waldenii,cup
Diglossa_albilatera,cup
Diglossa_baritula,cup
Diglossa_brunneiventris,cup
Diglossa_caerulescens,cup
Diglossa_cyanea,cup
Diglossa_gloriosa,cup
Diglossa_humeralis,cup
Diglossa_lafresnayii,cup
Diglossa_major,cup
Diglossa_plumbea,cup
Diglossa_sittoides,cup
Diglossa_venezuelensis,cup
Dinemellia_dinemelli,dome
Diuca_diuca,cup
Dives_warszewiczi,cup
Pipra_pipra,cup
Dolichonyx_oryzivorus,cup
Donacobius_atricapilla,cup
Donacospiza_albifrons,dome
Vestiaria_coccinea,cup
Epimachus_albertisi,cup
Drymodes_brunneopygia,cup
Drymophila_devillei,dome
Drymophila_ferruginea,cup
Drymophila_rubricollis,cup
Drymophila_squamata,cup
Drymornis_bridgesii,cavity
Garrulax_chinensis,cup
Garrulax_poecilorhynchus,cup
Garrulax_vassali,cup
Dryoscopus_cubla,cup
Dryoscopus_gambensis,cup
Dulus_dominicus,cavity
Dumetella_carolinensis,cup
Dumetia_hyperythra,dome
Platysteira_blissetti,cup
Platysteira_castanea,cup
Platysteira_concreta,cup
Platysteira_tonsa,cup
Dysithamnus_mentalis,cup
Dysithamnus_plumbeus,cup
Dysithamnus_puncticeps,cup
Elaenia_albiceps,cup
Elaenia_chiriquensis,cup
Elaenia_cristata,cup
Elaenia_fallax,cup
Elaenia_flavogaster,cup
Elaenia_frantzii,cup
Elaenia_gigas,cup
Elaenia_martinica,cup
Elaenia_mesoleuca,cup
Elaenia_obscura,cup
Elaenia_pallatangae,cup
Elaenia_parvirostris,cup
Elaenia_pelzelni,cup
Elaenia_ruficeps,cup
Elaenia_spectabilis,cup
Elaenia_strepera,cup
Elminia_albicauda,cup
Elminia_albiventris,cup
Elminia_albonotata,cup
Elminia_longicauda,cup
Elminia_nigromitrata,cup
Emberiza_affinis,cavity
Emberiza_aureola,cup
Emberiza_bruniceps,cup
Emberiza_buchanani,cup
Emberiza_cabanisi,cup
Emberiza_caesia,cup
Emberiza_calandra,cup
Emberiza_capensis,cup
Emberiza_chrysophrys,cup
Emberiza_cia,cup
Emberiza_cioides,cup
Emberiza_cirlus,cup
Emberiza_citrinella,cup
Emberiza_elegans,cup
Emberiza_flaviventris,cup
Emberiza_godlewskii,cup
Emberiza_hortulana,cup
Emberiza_impetuani,cup
Emberiza_jankowskii,cup
Emberiza_leucocephalos,cup
Emberiza_melanocephala,cup
Emberiza_pallasi,cup
Emberiza_rustica,cup
