Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extra[1]	extra[2]	extra[3]	extra[4]	extra[5]	extra[6]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
3139	-9634.138	-9649.988	15.85047	0.0536694	0.0512166	0.0676734	0.670063	0.635075	0.605953	0.00132721	0.00109796	0.0200839	0.0077836	0.000930806	0.00380887	2.487135e-05	0.154535	0.003405667	0.001799723	0.002485704	0.001020965	0.007397532	0.00859537	0.189319	0.205615	0.180781	0.00986277	0.169804	0.244618	0.0654277	0.0626483	0.0594869	0.827849	0.792681	0.75268	-2.72681	-2.77022	-2.822	2.53788	0.508927
3140	-9633.364	-9648.99	15.62564	0.0519292	0.0484347	0.0642325	0.644929	0.593163	0.587743	0.00132721	0.00109796	0.017559	0.0118459	0.000930806	0.00380887	2.221671e-05	0.1468662	0.003405667	0.001701794	0.003905886	0.001020965	0.007406707	0.00859537	0.189319	0.205615	0.180781	0.00986277	0.169804	0.244618	0.0632525	0.059171	0.0583419	0.791354	0.74029	0.729918	-2.76062	-2.82732	-2.84143	2.52661	0.500089
3141	-9634.946	-9650.622	15.67638	0.051401	0.0478145	0.0646724	0.64649	0.585301	0.56371	0.000674293	0.00109796	0.0199198	0.0118459	0.000828753	0.00380887	2.071444e-05	0.1449115	0.00462714	0.001113255	0.003905886	0.001020965	0.006597104	0.00863174	0.23299	0.253044	0.150896	0.0121378	0.0498864	0.301045	0.0634084	0.0583957	0.0559408	0.793305	0.73059	0.699877	-2.75816	-2.84051	-2.88346	2.52661	0.53647
3142	-9630.873	-9646.67	15.79658	0.0535379	0.0482109	0.0701384	0.673902	0.594778	0.632078	0.000557486	0.000738015	0.0199198	0.011062	0.000843216	0.00379227	2.216745e-05	0.1478328	0.003735166	0.001697152	0.003905886	0.001020965	0.006597104	0.00863174	0.23299	0.253044	0.150896	0.0121378	0.0498864	0.301045	0.0662256	0.0593411	0.0627732	0.828551	0.742419	0.785357	-2.71469	-2.82445	-2.76823	2.52661	0.393058
3143	-9632.644	-9648.522	15.87788	0.0558715	0.0482109	0.0714894	0.703098	0.594969	0.648221	0.000557486	0.000738015	0.0199198	0.011062	0.00103369	0.00303189	2.289225e-05	0.142352	0.004221848	0.001514497	0.00338164	0.0007296712	0.007558215	0.01092948	0.259777	0.167167	0.168245	0.0135333	0.0556218	0.335656	0.0691425	0.0593411	0.064462	0.865044	0.742419	0.806487	-2.67159	-2.82445	-2.74168	2.52661	0.393058
3144	-9637.231	-9653.023	15.79187	0.0545096	0.0500079	0.0665617	0.684424	0.6146	0.680822	0.000414531	0.000965903	0.012509	0.007638	0.00103369	0.00456696	2.470587e-05	0.1594474	0.004221848	0.001607997	0.00338164	0.0007296712	0.009377149	0.01187171	0.114727	0.338491	0.340673	0.0274032	0.112627	0.0660792	0.0676189	0.0613025	0.0675658	0.845982	0.766958	0.845319	-2.69387	-2.79193	-2.69465	2.52661	0.323975
3145	-9635.696	-9652.041	16.34489	0.0544775	0.0501386	0.0676217	0.688096	0.610921	0.724136	0.000414531	0.00143203	0.0099637	0.0117117	0.0015508	0.00277441	2.325873e-05	0.1543517	0.003284592	0.00127324	0.00338164	0.0007296712	0.005284924	0.01089601	0.165436	0.488105	0.0524845	0.0395155	0.159173	0.0952864	0.0675788	0.0608832	0.0720726	0.84548	0.761712	0.901702	-2.69446	-2.7988	-2.63008	2.52661	0.372582
3146	-9637.098	-9653.044	15.94609	0.0534358	0.0445409	0.066055	0.695944	0.552202	0.694809	0.00025506	0.00167717	0.0122964	0.012342	0.00121873	0.00377981	2.226229e-05	0.1487344	0.003795129	0.00127324	0.00338164	0.0006869048	0.008343647	0.01089601	0.220921	0.541973	0.0506989	0.0438765	0.0367292	0.105802	0.0664759	0.0535796	0.0671982	0.854502	0.688729	0.863787	-2.71092	-2.92659	-2.70011	2.55368	0.372582
3147	-9637.823	-9653.906	16.08291	0.0551329	0.0466736	0.0724235	0.708063	0.577504	0.67732	0.0003817	0.00167717	0.0198334	0.0068449	0.00121873	0.00377981	2.202404e-05	0.1522487	0.005510484	0.00082447	0.00338164	0.000840768	0.008360335	0.008445636	0.228041	0.559442	0.0201009	0.0452907	0.0379131	0.109213	0.068439	0.0562455	0.0657376	0.876522	0.720357	0.841925	-2.68181	-2.87803	-2.72208	2.55002	0.317081
3148	-9635.276	-9650.874	15.59835	0.0522736	0.0459265	0.0688357	0.723381	0.618936	0.701888	0.000272518	0.00104487	0.018113	0.00767806	0.00121873	0.00377981	2.320953e-05	0.1456677	0.005815251	0.001381663	0.0024493	0.001418783	0.008360335	0.008445636	0.189099	0.463907	0.0166683	0.0448986	0.0314388	0.253988	0.0650013	0.056102	0.0634033	0.894629	0.772146	0.872635	-2.73335	-2.88058	-2.75824	2.622	0.317081
3149	-9637.762	-9653.013	15.2509	0.0466502	0.0437221	0.0618999	0.643259	0.579394	0.606429	0.000413827	0.00171347	0.018113	0.00689639	0.00121873	0.00377981	2.122801e-05	0.144001	0.005815251	0.001381663	0.003884036	0.001638231	0.005699778	0.008445636	0.163686	0.401562	0.0144283	0.27606	0.0272137	0.11705	0.0577955	0.0525108	0.0547336	0.795453	0.722719	0.753312	-2.85084	-2.94674	-2.90528	2.622	0.396501
3150	-9635.396	-9650.663	15.26747	0.0451051	0.0430663	0.0622769	0.640979	0.591766	0.634026	0.000413827	0.00171347	0.018113	0.00320687	0.00163476	0.00377981	2.327934e-05	0.139626	0.005466323	0.002223448	0.002966452	0.00168746	0.005699778	0.008445636	0.148743	0.364904	0.0131111	0.250859	0.0184006	0.203981	0.055864	0.0516911	0.0552049	0.797215	0.737664	0.787808	-2.88483	-2.96247	-2.8967	2.6582	0.246356
3151	-9635.208	-9650.658	15.45013	0.0451824	0.0446259	0.0628136	0.668294	0.639832	0.668181	0.000491202	0.00171347	0.018113	0.0040316	0.00200798	0.00377981	2.284197e-05	0.1521413	0.004493193	0.002223448	0.002966452	0.001110124	0.006537336	0.01062825	0.132469	0.350132	0.063315	0.240704	0.0176557	0.195724	0.055864	0.0536406	0.0558757	0.830328	0.79728	0.830501	-2.88483	-2.92545	-2.88463	2.6989	0.157543
3152	-9635.057	-9650.693	15.63608	0.0442516	0.0455595	0.0674422	0.654459	0.632348	0.736977	0.000491202	0.00315056	0.018113	0.0040316	0.00200798	0.00377981	2.142575e-05	0.1465565	0.003729971	0.00184671	0.003105574	0.001504581	0.006537336	0.009078038	0.126761	0.335045	0.0964081	0.2376	0.016895	0.18729	0.0547005	0.0530112	0.0616614	0.813034	0.787924	0.916496	-2.90588	-2.93725	-2.7861	2.6989	0.09631
3153	-9634.799	-9650.129	15.33014	0.0405526	0.0468737	0.0759351	0.579152	0.62807	0.678013	0.000286868	0.00315056	0.0287944	0.00324839	0.00271652	0.00377981	2.108485e-05	0.1494833	0.005351757	0.00184671	0.003105574	0.00148992	0.006537336	0.009078038	0.126761	0.335045	0.0964081	0.2376	0.016895	0.18729	0.0503322	0.054654	0.0589259	0.71988	0.781692	0.842792	-2.98911	-2.90673	-2.83148	2.66044	0.188312
3154	-9635.066	-9651.076	16.0105	0.0422225	0.047037	0.0926316	0.573357	0.600048	0.718872	0.000246192	0.00315056	0.0399508	0.00356815	0.00433089	0.00377981	2.012737e-05	0.1485106	0.003030094	0.001522724	0.002718729	0.001326802	0.006537336	0.00791803	0.127621	0.323699	0.0970617	0.231768	0.0170095	0.202841	0.0524704	0.0548581	0.0658511	0.712236	0.744647	0.893866	-2.94751	-2.90301	-2.72036	2.60816	0.188312
3155	-9636.854	-9652.475	15.62165	0.0463211	0.0475185	0.0733725	0.686624	0.661414	0.66148	0.00014931	0.00315056	0.0290048	0.0028264	0.00433089	0.00439915	1.745168e-05	0.1449234	0.00433499	0.001205013	0.002979912	0.001326802	0.006621057	0.01146998	0.0950943	0.241198	0.327192	0.172698	0.0126743	0.151143	0.0577147	0.0554599	0.0554597	0.854747	0.821354	0.821351	-2.85224	-2.89209	-2.8921	2.69529	0.188312
3156	-9636.972	-9652.708	15.73529	0.0456	0.0459873	0.0798796	0.675531	0.653154	0.638442	0.000177299	0.00224555	0.0370721	0.0028264	0.00534503	0.00446794	1.782537e-05	0.1481269	0.00342562	0.001205013	0.002979912	0.001670232	0.006621057	0.007220199	0.104444	0.0565359	0.200206	0.243731	0.0178875	0.377195	0.0567784	0.0546771	0.0535094	0.840881	0.809761	0.792467	-2.8686	-2.90631	-2.9279	2.69529	0.25878
3157	-9639.37	-9654.969	15.59858	0.0438008	0.0438959	0.0728714	0.682162	0.649087	0.732773	0.000293786	0.00269358	0.0262567	0.00241205	0.00534503	0.00446794	1.242999e-05	0.1447279	0.003214457	0.00108203	0.002979912	0.001450172	0.006621057	0.009923848	0.146253	0.079167	0.280348	0.341296	0.0250478	0.127888	0.0543838	0.0515029	0.0582684	0.849688	0.804678	0.910382	-2.91169	-2.96612	-2.8427	2.7488	0.350243
3158	-9638.445	-9654.158	15.71285	0.0433939	0.0438959	0.0726841	0.6298	0.602359	0.660116	0.000201163	0.00269358	0.0274393	0.00241205	0.00388216	0.00292173	1.255695e-05	0.1471198	0.003214457	0.00188334	0.002979912	0.001450172	0.006395137	0.006233384	0.207797	0.0746766	0.264446	0.321938	0.023627	0.107516	0.0539909	0.0515029	0.0565559	0.784235	0.748095	0.821492	-2.91894	-2.96612	-2.87252	2.67589	0.267366
3159	-9634.831	-9650.113	15.28278	0.0414427	0.0447848	0.0732144	0.603464	0.611241	0.668812	0.000124753	0.00301238	0.0274393	0.00241205	0.00357717	0.00292173	1.191728e-05	0.1478839	0.004569952	0.00223124	0.002979912	0.001237972	0.006491995	0.009730568	0.190848	0.0762743	0.270104	0.328825	0.0241325	0.109816	0.0516475	0.0522156	0.0572189	0.751315	0.75958	0.832362	-2.96331	-2.95237	-2.86087	2.67738	0.267366
3160	-9634.187	-9649.607	15.41951	0.0414427	0.0478041	0.0768797	0.59349	0.640375	0.660608	0.000124753	0.00330502	0.0311046	0.00165746	0.0029766	0.00493225	1.244356e-05	0.1455867	0.002999581	0.002338266	0.002979912	0.001540742	0.005856436	0.009730568	0.10083	0.0324118	0.43245	0.13973	0.0102548	0.284323	0.0516475	0.0556239	0.0572189	0.739791	0.796749	0.819594	-2.96331	-2.88914	-2.86087	2.66193	0.304688
3161	-9634.538	-9650.251	15.71241	0.0401884	0.0513565	0.0814365	0.547973	0.635139	0.690722	0.000124753	0.00502567	0.0311046	0.00209221	0.0038644	0.00493225	1.20791e-05	0.1497767	0.002999581	0.001399066	0.002977999	0.001335963	0.006486029	0.009730568	0.160405	0.0515622	0.228695	0.222289	0.0163138	0.320734	0.0500795	0.0579136	0.0629149	0.682351	0.789093	0.857237	-2.99414	-2.8488	-2.76597	2.61193	0.376201
3162	-9636.882	-9652.793	15.91049	0.0449946	0.0536407	0.0811982	0.614413	0.666351	0.686621	0.00014916	0.00502567	0.0311046	0.00337795	0.00395372	0.00407813	1.179939e-05	0.1583508	0.00363488	0.001399066	0.002541957	0.001042045	0.007463313	0.008190888	0.102503	0.0329495	0.146141	0.503025	0.0104249	0.204957	0.0560568	0.0607688	0.062617	0.763793	0.827997	0.853178	-2.88139	-2.80068	-2.77072	2.61193	0.376201
3163	-9634.477	-9650.584	16.10791	0.0472296	0.0482426	0.0813568	0.652712	0.615997	0.694523	0.000105392	0.00375132	0.0311046	0.00444793	0.00395372	0.00322945	1.229002e-05	0.143102	0.00363488	0.001399066	0.003032376	0.001042045	0.005063972	0.008190888	0.11185	0.0326063	0.144619	0.497786	0.0103163	0.202822	0.0589053	0.0556141	0.0628152	0.81033	0.765055	0.864117	-2.83182	-2.88932	-2.76756	2.62151	0.276883
3164	-9638.562	-9654.153	15.59073	0.0428388	0.0494803	0.0668654	0.592896	0.632787	0.658098	0.000105392	0.00375132	0.0192611	0.0050338	0.00371633	0.00322945	1.222336e-05	0.1400206	0.006628378	0.001399066	0.003032376	0.001042045	0.008126594	0.009470082	0.15171	0.0442261	0.196156	0.514136	0.0139927	0.0797791	0.0534168	0.0571612	0.0595054	0.734828	0.786338	0.818586	-2.92963	-2.86188	-2.82169	2.62151	0.142281
3165	-9635.69	-9651.424	15.73428	0.0474969	0.0525217	0.0711087	0.659683	0.672917	0.716471	0.000104593	0.00375132	0.0192611	0.0077315	0.00200713	0.00322945	9.530716e-06	0.1519432	0.004692334	0.002739459	0.003032376	0.001042045	0.006274527	0.009069633	0.232392	0.0677464	0.300477	0.28803	0.0214344	0.0899199	0.0592403	0.060963	0.0648095	0.814939	0.838637	0.891552	-2.82615	-2.79749	-2.7363	2.62151	0.0973599
3166	-9635.383	-9651.485	16.10173	0.0460505	0.0525217	0.0787138	0.598045	0.630568	0.617396	0.000104593	0.00375132	0.0310413	0.00612187	0.00225698	0.00322945	9.693357e-06	0.1574519	0.003050259	0.002216292	0.003032376	0.001017819	0.004982064	0.009069633	0.200678	0.0585013	0.259472	0.248724	0.0185093	0.214116	0.0574323	0.060963	0.0595906	0.739903	0.785389	0.767708	-2.85715	-2.79749	-2.82026	2.55591	0.168732
3167	-9637.981	-9654.266	16.28471	0.0443427	0.0523677	0.0672842	0.576543	0.630568	0.605742	6.57461e-05	0.00359728	0.0205163	0.00612187	0.00225698	0.00322945	1.285848e-05	0.1488705	0.00272971	0.00243461	0.002505118	0.000781914	0.004982064	0.01011528	0.155518	0.288784	0.182671	0.192751	0.014344	0.165932	0.0553461	0.060963	0.0584598	0.713027	0.785389	0.75314	-2.89415	-2.79749	-2.83942	2.55591	0.168732
3168	-9635.658	-9651.326	15.66757	0.0445335	0.0498544	0.0775856	0.624272	0.640464	0.674216	4.67033e-05	0.00359728	0.0290032	0.00985261	0.00159313	0.00322945	1.32302e-05	0.1472545	0.004699443	0.002392374	0.002904934	0.0008741807	0.004982064	0.0114709	0.10576	0.335555	0.212255	0.223969	0.0166671	0.105794	0.0556085	0.0578214	0.0607281	0.768025	0.798588	0.838733	-2.88942	-2.8504	-2.80135	2.62549	0.230825
3169	-9633.468	-9648.929	15.46143	0.0456986	0.0485998	0.0773211	0.636783	0.630847	0.660608	3.06457e-05	0.00233085	0.0290032	0.015702	0.00159313	0.00348814	1.278286e-05	0.1512373	0.003512417	0.002496602	0.003051497	0.001195144	0.004982064	0.0114709	0.134363	0.169429	0.269659	0.270969	0.0211746	0.134406	0.057085	0.0578361	0.0603974	0.776352	0.786567	0.8214	-2.86321	-2.85014	-2.80681	2.61006	0.393704
3170	-9633.414	-9648.956	15.5425	0.0489229	0.0505986	0.0827498	0.646877	0.624802	0.644524	3.8104e-05	0.00233085	0.0330916	0.015702	0.00159313	0.00336286	1.623831e-05	0.1472537	0.002805063	0.001753714	0.003051497	0.001437606	0.007635618	0.01095607	0.125962	0.158836	0.252798	0.254027	0.0823749	0.126002	0.061106	0.0603347	0.0620727	0.788969	0.779011	0.801451	-2.79515	-2.80785	-2.77945	2.55812	0.431165
3171	-9631.551	-9647.625	16.07462	0.0488201	0.0510544	0.0734286	0.634411	0.62129	0.681149	2.90459e-05	0.0024883	0.0203599	0.0123102	0.00205602	0.00450572	1.466244e-05	0.1472537	0.003982957	0.001753714	0.003051497	0.0009216576	0.005760449	0.008842552	0.172558	0.0597618	0.271348	0.272666	0.0884191	0.135248	0.0609888	0.0607077	0.0663359	0.777627	0.774043	0.845804	-2.79707	-2.80169	-2.71302	2.54556	0.268548
3172	-9631.932	-9647.789	15.85629	0.0489417	0.0505288	0.0780503	0.641188	0.613768	0.685014	2.02605e-05	0.0024883	0.0247518	0.0174235	0.00123597	0.00544051	1.706007e-05	0.1443392	0.004152387	0.00233459	0.003051497	0.0009216576	0.005760449	0.008823386	0.159691	0.0553056	0.251114	0.252334	0.081826	0.19973	0.0611518	0.0600507	0.0666232	0.779705	0.765666	0.849467	-2.7944	-2.81257	-2.7087	2.54556	0.304916
3173	-9637.224	-9653.1	15.87599	0.0519577	0.0511843	0.0711286	0.63979	0.581482	0.564384	2.38568e-05	0.0027652	0.0247518	0.0174235	0.00123597	0.00861278	1.824109e-05	0.1441684	0.004443094	0.001831531	0.002869163	0.001150063	0.006697833	0.007671348	0.145653	0.0504441	0.22904	0.367197	0.025493	0.182173	0.0649173	0.0605239	0.057971	0.777958	0.725307	0.694714	-2.73464	-2.80472	-2.84781	2.48356	0.310973
3174	-9635.865	-9651.538	15.67299	0.0513607	0.0517667	0.0765726	0.675175	0.633918	0.616257	1.7842e-05	0.0027652	0.02955	0.0117031	0.000702202	0.00861278	1.979946e-05	0.1479845	0.004388321	0.001224953	0.002869163	0.002024958	0.006697833	0.007671348	0.134075	0.0464342	0.210833	0.338007	0.102959	0.167691	0.0641785	0.0612519	0.0587783	0.82934	0.79152	0.759555	-2.74609	-2.79276	-2.83398	2.55896	0.369386
3175	-9640.66	-9656.041	15.38135	0.0534537	0.0488814	0.075747	0.697277	0.580374	0.653237	8.59327e-06	0.00384344	0.0254114	0.00939956	0.000702202	0.0053795	1.706223e-05	0.1462903	0.004388321	0.001224953	0.004489858	0.002024958	0.006697833	0.009012448	0.0544335	0.0566623	0.257274	0.412461	0.125637	0.0935321	0.0668063	0.0562975	0.0629196	0.859847	0.72459	0.809822	-2.70596	-2.87711	-2.7659	2.55496	0.383173
3176	-9635.791	-9651.41	15.61966	0.0448943	0.0476921	0.0770422	0.662751	0.635135	0.656445	9.47691e-06	0.00384344	0.0322161	0.0136368	0.0010049	0.00817975	1.865681e-05	0.1459198	0.004388321	0.001027149	0.002722589	0.00132213	0.00655869	0.009012448	0.0563252	0.0238786	0.266215	0.426795	0.130004	0.0967826	0.056106	0.0548108	0.0560326	0.811392	0.792662	0.810331	-2.88051	-2.90387	-2.88182	2.67151	0.416698
3177	-9635.411	-9651.026	15.61461	0.0443064	0.0491376	0.076315	0.654249	0.655955	0.738956	9.47691e-06	0.00384344	0.0259023	0.0136368	0.000920757	0.00989916	1.930749e-05	0.149166	0.00383862	0.001161417	0.002722589	0.001347617	0.00655869	0.009012448	0.0578564	0.0245277	0.273452	0.438397	0.0967306	0.109036	0.0553711	0.0566177	0.0630159	0.800765	0.818792	0.911321	-2.8937	-2.87143	-2.76437	2.67151	0.490047
3178	-9633.182	-9648.888	15.70661	0.0481328	0.0505136	0.0783429	0.645946	0.618686	0.695786	1.99705e-05	0.00328135	0.0259023	0.0166638	0.000920757	0.00989916	2.027082e-05	0.1556624	0.00383862	0.001161417	0.002722589	0.001347617	0.007821334	0.01052793	0.0752983	0.0220629	0.245972	0.394342	0.08701	0.175314	0.0601411	0.0590403	0.0655507	0.786603	0.772206	0.857358	-2.81106	-2.82953	-2.72493	2.57103	0.396809
3179	-9634.209	-9649.773	15.56426	0.0476013	0.04798	0.078626	0.647024	0.597618	0.69355	1.61584e-05	0.00239306	0.0259023	0.0246425	0.00137198	0.00396078	1.972104e-05	0.1433837	0.00383862	0.001487166	0.003158001	0.001924971	0.00497892	0.00869021	0.232767	0.0695857	0.190112	0.304786	0.0672498	0.1355	0.0594815	0.0569837	0.0659046	0.777976	0.745307	0.861987	-2.82209	-2.86499	-2.71955	2.57103	0.476746
3180	-9637.183	-9652.87	15.68754	0.0476013	0.0448951	0.0769205	0.647024	0.573375	0.69605	1.61584e-05	0.00116168	0.0240759	0.0246425	0.00137198	0.00487859	1.729634e-05	0.1376972	0.003045421	0.002066996	0.003158001	0.001919349	0.003971795	0.00869021	0.179531	0.0348103	0.195918	0.21353	0.270489	0.105722	0.0594815	0.0546668	0.0660558	0.777976	0.715004	0.863964	-2.82209	-2.9065	-2.71726	2.57103	0.409557
3181	-9631.592	-9647.028	15.43567	0.0495539	0.0448951	0.0719528	0.677589	0.573375	0.631075	2.29144e-05	0.00116168	0.0240759	0.0297584	0.00137198	0.00487859	1.608978e-05	0.1439301	0.003686105	0.001681071	0.003276051	0.001506211	0.006665931	0.009779313	0.334593	0.0258075	0.145248	0.158305	0.200534	0.135513	0.0619138	0.0546668	0.0598461	0.809789	0.715004	0.782746	-2.78201	-2.9065	-2.81598	2.57103	0.409557
3182	-9632.519	-9648.146	15.62711	0.0532058	0.0522146	0.0701873	0.673502	0.624285	0.607229	2.29144e-05	0.00116168	0.0208197	0.0246004	0.00137198	0.00487859	1.599528e-05	0.1493233	0.005024694	0.001670731	0.002908798	0.001506211	0.006665931	0.009779313	0.310733	0.0239671	0.134891	0.147017	0.186234	0.197159	0.0664786	0.0638162	0.0617095	0.811127	0.778642	0.752938	-2.71087	-2.75175	-2.78532	2.50154	0.323828
3183	-9632.613	-9648.404	15.7908	0.0532058	0.0509236	0.0762535	0.664335	0.607954	0.67479	2.29144e-05	0.000789693	0.0208197	0.0211856	0.00167775	0.00442038	1.63718e-05	0.160199	0.004398714	0.002091108	0.00308645	0.001388435	0.005375266	0.009649062	0.297207	0.0244375	0.137538	0.149902	0.189888	0.201028	0.0664786	0.0626673	0.0692923	0.803937	0.757846	0.837962	-2.71087	-2.76992	-2.66942	2.49264	0.286516
3184	-9632.616	-9648.93	16.31384	0.0566537	0.0522781	0.0842759	0.709011	0.631485	0.781299	2.29144e-05	0.000789693	0.0208197	0.0167357	0.0020728	0.00558816	1.772358e-05	0.160199	0.00391752	0.001269388	0.002919102	0.00137921	0.005375266	0.009649062	0.194849	0.0252691	0.142218	0.155003	0.0542018	0.428459	0.0707885	0.0643605	0.0793203	0.865343	0.786765	0.969639	-2.64806	-2.74326	-2.53426	2.50343	0.17589
3185	-9634.19	-9650.724	16.53342	0.054528	0.0522781	0.0876569	0.645609	0.594604	0.771309	2.29144e-05	0.000789693	0.020996	0.0183616	0.0020728	0.00417214	1.497626e-05	0.1447025	0.003671416	0.001269388	0.002919102	0.00137921	0.005002405	0.01026406	0.0147514	0.136901	0.154704	0.168611	0.0589601	0.466073	0.0681314	0.0643605	0.083326	0.78406	0.740664	0.958921	-2.68632	-2.74326	-2.48499	2.44305	0.0672729
3186	-9634.784	-9651.075	16.29136	0.0564314	0.0520985	0.0825709	0.666643	0.592198	0.708268	3.82353e-05	0.000610068	0.020996	0.0203027	0.0020728	0.00253811	1.720113e-05	0.1485716	0.004404721	0.001000932	0.002989323	0.001898952	0.004927606	0.01026406	0.0038516	0.139001	0.157077	0.166982	0.0598646	0.473223	0.0704915	0.0643605	0.0769686	0.807925	0.737656	0.882162	-2.65226	-2.74326	-2.56436	2.43898	0.163609
3187	-9635.471	-9651.693	16.22197	0.0535537	0.053196	0.0813591	0.640746	0.603015	0.695137	5.37865e-05	0.000763806	0.020996	0.0275659	0.0020728	0.00329674	1.712792e-05	0.1531121	0.002651711	0.001060272	0.002965616	0.001432166	0.009530493	0.01026406	0.00422282	0.0651785	0.172216	0.183076	0.0564731	0.518833	0.0668749	0.0655403	0.0754538	0.766475	0.751178	0.8648	-2.70493	-2.72509	-2.58423	2.43898	0.2319
3188	-9639.761	-9655.989	16.2276	0.0493181	0.0528854	0.0878977	0.597862	0.608339	0.778304	5.37865e-05	0.000464566	0.020996	0.0284858	0.00248135	0.00508353	1.712359e-05	0.1529055	0.002651711	0.0009940088	0.002965616	0.001588227	0.009530493	0.0102972	0.00422282	0.0651785	0.172216	0.183076	0.0564731	0.518833	0.0615804	0.065526	0.0836271	0.71172	0.757322	0.966526	-2.78741	-2.72531	-2.48139	2.44734	0.183858
3189	-9637.239	-9653.324	16.08449	0.0482482	0.0525579	0.076298	0.594808	0.613518	0.654623	3.13923e-05	0.000534167	0.020996	0.0284858	0.00248135	0.00508353	1.643118e-05	0.1473458	0.003086771	0.0009940088	0.002965616	0.001588227	0.01025659	0.009321457	0.00422282	0.0651785	0.172216	0.183076	0.0564731	0.518833	0.060271	0.0650297	0.0691274	0.707903	0.763795	0.811925	-2.8089	-2.73291	-2.6718	2.46346	0.183858
3190	-9635.252	-9651.787	16.53475	0.0509255	0.0519695	0.0652481	0.628957	0.606607	0.602837	3.13923e-05	0.000534167	0.0144492	0.0311885	0.00248135	0.00618664	1.649172e-05	0.1459132	0.003086771	0.0009940088	0.002965616	0.001052518	0.006572932	0.008323934	0.00424325	0.0714929	0.345423	0.183962	0.0567463	0.338132	0.0636176	0.0642942	0.0634987	0.74721	0.755157	0.745813	-2.75486	-2.74429	-2.75674	2.46346	0.216211
3191	-9633.708	-9649.667	15.95927	0.0473192	0.049559	0.0675895	0.594284	0.585739	0.636593	4.49239e-05	0.000534167	0.0144492	0.0311885	0.00179295	0.00362653	1.637476e-05	0.1459132	0.004234626	0.001654763	0.00296508	0.001190194	0.006572932	0.008323934	0.00431778	0.101341	0.351491	0.141035	0.0577431	0.344072	0.0590929	0.061281	0.0664253	0.703869	0.729932	0.791208	-2.82864	-2.79229	-2.71168	2.47748	0.272127
3192	-9632.888	-9649.042	16.15406	0.0520381	0.0521113	0.0700183	0.650492	0.61614	0.665313	4.49239e-05	0.000534167	0.0144492	0.0311885	0.00179295	0.0034162	1.30714e-05	0.1505481	0.003315429	0.001150941	0.00296508	0.001096237	0.007071193	0.01292232	0.00410685	0.0963901	0.33432	0.134145	0.0549223	0.376115	0.0649915	0.0644714	0.0694614	0.774129	0.767934	0.827371	-2.7335	-2.74153	-2.66698	2.47748	0.239369
3193	-9632.821	-9649.218	16.39708	0.0573601	0.0477575	0.0756649	0.765362	0.606141	0.740138	3.13857e-05	0.000566332	0.0181372	0.0311885	0.00179295	0.0034162	1.088128e-05	0.1508764	0.003315429	0.000805171	0.00296508	0.001096237	0.006066135	0.01217423	0.00530995	0.124627	0.233261	0.173443	0.0710117	0.392347	0.0716609	0.058989	0.0719096	0.917717	0.755435	0.920902	-2.63581	-2.8304	-2.63234	2.54994	0.212244
3194	-9635.303	-9651.757	16.45374	0.0581189	0.0474674	0.0756649	0.786104	0.606141	0.739517	2.11333e-05	0.000276184	0.0181372	0.0420824	0.00179295	0.00279486	8.688199e-06	0.1491019	0.00213483	0.000805171	0.003065646	0.001200892	0.006011069	0.01217423	0.00530995	0.124627	0.233261	0.173443	0.0710117	0.392347	0.0726222	0.058989	0.0719096	0.930027	0.755435	0.920902	-2.62249	-2.8304	-2.63234	2.54994	0.305298
3195	-9638.943	-9655.388	16.4448	0.065974	0.0475791	0.0755247	0.897364	0.606612	0.736302	2.11333e-05	0.000387868	0.0181372	0.052746	0.00226313	0.0013753	9.811733e-06	0.1580352	0.00213483	0.0007326692	0.004093826	0.001255046	0.006795721	0.01144269	0.00530995	0.124627	0.233261	0.173443	0.0710117	0.392347	0.0824411	0.058989	0.0717344	1.05577	0.755435	0.918658	-2.49567	-2.8304	-2.63479	2.54994	0.169917
3196	-9638.363	-9654.793	16.43015	0.0659694	0.0465977	0.0755247	0.896793	0.593154	0.735805	1.65672e-05	0.00042616	0.0181372	0.052746	0.00226313	0.0013753	9.573762e-06	0.1616952	0.00213483	0.001240882	0.003041997	0.001255046	0.006756383	0.008858953	0.00359076	0.123487	0.231126	0.171856	0.0703618	0.399578	0.0824411	0.0577144	0.0717344	1.05506	0.738613	0.918037	-2.49567	-2.85225	-2.63479	2.54927	0.18992
3197	-9640.736	-9656.787	16.05071	0.0672933	0.0524963	0.0755247	0.913427	0.668643	0.736482	4.06481e-05	0.00042616	0.0181372	0.052746	0.00226313	0.00205233	1.047291e-05	0.165918	0.00213483	0.001240882	0.003332506	0.00166777	0.007650452	0.01147661	0.0408627	0.0931794	0.233956	0.17396	0.0535734	0.404469	0.0840658	0.0650877	0.0717344	1.07585	0.832975	0.918037	-2.47616	-2.73202	-2.63479	2.54927	0.239106
