Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extra	log_speciation[1]	log_speciation[2]	log_speciation[3]	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
6576	-11114.18	-11127.03	12.85355	0.379493	0.0491281	0.174963	0.0004549627	-0.746974	-2.79949	-1.52264	0.1432265	0.00299382	0.04849139	2.897854e-05	0.01987263	6.85408e-07	0.642866	0.177762	0.179372	0.473798	0.0608414	0.218134
6577	-11113.01	-11125.8	12.79399	0.379493	0.0480446	0.179298	0.0004549627	-0.746974	-2.822	-1.4981	0.1419401	0.00299382	0.04849139	2.576605e-05	0.01886944	8.86868e-07	0.655737	0.181321	0.162942	0.473798	0.0594871	0.223554
6578	-11112.62	-11125.34	12.72099	0.381437	0.0476159	0.185956	2.624843e-05	-0.740735	-2.822	-1.45924	0.1462561	0.004843687	0.04603307	1.778278e-05	0.01886944	8.86868e-07	0.655737	0.181321	0.162942	0.476764	0.0594871	0.232412
6579	-11110.59	-11123.13	12.53656	0.374711	0.0452395	0.177941	2.624843e-05	-0.758527	-2.87322	-1.50331	0.1462561	0.004193787	0.04586273	3.621774e-05	0.01886944	7.533263e-07	0.246898	0.593895	0.159206	0.468356	0.0565165	0.222394
6580	-11112.11	-11124.94	12.83602	0.401834	0.0399775	0.167535	2.421453e-05	-0.688633	-2.9969	-1.56356	0.1462561	0.004108186	0.04586273	3.621774e-05	0.01662198	3.834545e-07	0.0955685	0.85346	0.0509719	0.502262	0.0499416	0.209389
6581	-11111.15	-11124.19	13.04149	0.388645	0.0425665	0.167535	2.421453e-05	-0.722009	-2.93411	-1.56356	0.1484173	0.004108186	0.04586273	3.657678e-05	0.01662198	2.850757e-07	0.0955685	0.85346	0.0509719	0.485776	0.0531778	0.209389
6582	-11110.69	-11123.5	12.80932	0.391157	0.0459293	0.178074	2.421453e-05	-0.715565	-2.85804	-1.50255	0.1408935	0.004108186	0.04586273	4.585909e-05	0.01662198	3.909988e-07	0.0955685	0.85346	0.0509719	0.488916	0.0573813	0.222563
6583	-11114.63	-11127.34	12.70395	0.367688	0.0442181	0.161075	2.421453e-05	-0.777444	-2.89603	-1.60289	0.1408935	0.00442259	0.04271684	2.863598e-05	0.01662198	9.261898e-07	0.080448	0.876645	0.0429073	0.459579	0.0552423	0.201313
6584	-11110.84	-11123.42	12.57615	0.364937	0.0411544	0.190476	2.421453e-05	-0.784954	-2.96787	-1.43521	0.1408935	0.00442259	0.04662682	2.513707e-05	0.01775985	9.261898e-07	0.0744589	0.810064	0.115477	0.456141	0.0514128	0.238065
6585	-11109.94	-11123.15	13.20662	0.362873	0.0443117	0.173151	2.421453e-05	-0.790625	-2.89391	-1.53059	0.1408935	0.003989637	0.04662682	1.629417e-05	0.01689648	5.707259e-07	0.0744589	0.810064	0.115477	0.453561	0.0553594	0.216408
6586	-11109.44	-11122.58	13.1378	0.362873	0.0395759	0.180015	2.421453e-05	-0.790625	-3.007	-1.49171	0.1408935	0.003152713	0.04662682	2.00904e-05	0.01689648	5.707259e-07	0.51187	0.34635	0.14178	0.453561	0.0494396	0.224989
6587	-11110.12	-11123.49	13.37689	0.362873	0.0451024	0.195662	2.421453e-05	-0.790625	-2.87621	-1.40835	0.1408935	0.003152713	0.04662682	2.099779e-05	0.01689648	3.594737e-07	0.306686	0.491938	0.201376	0.453561	0.0563478	0.244547
6588	-11109.69	-11122.52	12.83147	0.367223	0.0402054	0.195662	2.421453e-05	-0.778709	-2.99121	-1.40835	0.1408935	0.003152713	0.04662682	2.646359e-05	0.01689648	7.296245e-07	0.26486	0.521615	0.213525	0.458998	0.0502265	0.244547
6589	-11110.52	-11123.11	12.58731	0.364582	0.0444753	0.195662	2.421453e-05	-0.785926	-2.89022	-1.40835	0.1408935	0.003178151	0.04662682	4.02845e-05	0.01617377	9.209147e-07	0.26486	0.521615	0.213525	0.455697	0.0555639	0.244547
6590	-11111.92	-11124.58	12.65592	0.36134	0.0409568	0.160335	2.421453e-05	-0.79486	-2.97269	-1.6075	0.1408935	0.003178151	0.04662682	3.128659e-05	0.01604888	1.171169e-06	0.26486	0.521615	0.213525	0.451644	0.0511657	0.200388
6591	-11111.65	-11124.56	12.90811	0.37618	0.0392433	0.162259	2.374868e-05	-0.754607	-3.01544	-1.59557	0.1410535	0.003178151	0.04662682	1.864074e-05	0.01414342	1.171169e-06	0.26486	0.521615	0.213525	0.470195	0.0490245	0.202794
6592	-11111.62	-11124.24	12.62574	0.37618	0.036054	0.179869	2.374868e-05	-0.754607	-3.10025	-1.49252	0.1452411	0.003178151	0.04662682	2.578838e-05	0.01414342	1.171169e-06	0.438349	0.208263	0.353389	0.470195	0.0450378	0.224806
6593	-11111.29	-11123.5	12.21016	0.37618	0.0363669	0.179869	2.374868e-05	-0.754607	-3.09161	-1.49252	0.1452411	0.003149601	0.0568806	3.314546e-05	0.02019468	1.18686e-06	0.438349	0.208263	0.353389	0.470195	0.045429	0.224806
6594	-11110.86	-11123.24	12.37224	0.390065	0.0364531	0.174129	2.374868e-05	-0.71836	-3.08924	-1.52495	0.1452411	0.003149601	0.0568806	2.300588e-05	0.02019468	1.18686e-06	0.438349	0.208263	0.353389	0.487551	0.0455367	0.217631
6595	-11109.87	-11122.33	12.45859	0.388039	0.0340481	0.181938	0.000142682	-0.723874	-3.16104	-1.48173	0.149648	0.003149601	0.0568806	2.300588e-05	0.0190244	8.975377e-07	0.327064	0.249528	0.423408	0.48487	0.0423818	0.227244
6596	-11109	-11121.2	12.20042	0.403865	0.0392958	0.192064	0.000142682	-0.683885	-3.01713	-1.42753	0.149648	0.003165882	0.0568806	4.002744e-05	0.01702161	1.015998e-06	0.325897	0.252207	0.421897	0.504653	0.0489415	0.239902
6597	-11109.53	-11122.3	12.76812	0.387195	0.0436641	0.188447	0.000142682	-0.726053	-2.91136	-1.44655	0.149648	0.003165882	0.0568806	1.867648e-05	0.01484153	1.015998e-06	0.399925	0.0885554	0.51152	0.483815	0.0544017	0.235381
6598	-11109.66	-11122.55	12.88924	0.387195	0.043332	0.183973	0.000142682	-0.726053	-2.91902	-1.4706	0.149648	0.003515259	0.05822695	2.30325e-05	0.01484153	5.763217e-07	0.399925	0.0885554	0.51152	0.483815	0.0539866	0.229788
6599	-11107.8	-11120.49	12.69317	0.395282	0.0412631	0.188886	0.000142682	-0.705372	-2.96811	-1.44422	0.149648	0.003458917	0.0536279	4.851806e-05	0.01473735	4.005598e-07	0.485935	0.0758625	0.438202	0.493925	0.0514005	0.235929
6600	-11108.36	-11120.92	12.56571	0.365116	0.0403749	0.177765	0.000142682	-0.784788	-2.98994	-1.50495	0.1521622	0.003458917	0.05048093	6.401367e-05	0.01852811	3.94708e-07	0.0983922	0.133054	0.768554	0.456216	0.0502902	0.222028
6601	-11108.72	-11121.24	12.51616	0.395466	0.043982	0.174442	0.000142682	-0.704907	-2.90408	-1.52384	0.1521622	0.003234261	0.05048093	4.968835e-05	0.01981238	5.331703e-07	0.228204	0.308595	0.463201	0.494154	0.0547992	0.217874
6602	-11109.59	-11121.96	12.37054	0.411702	0.0421338	0.186894	0.000142682	-0.664659	-2.94715	-1.45483	0.1521622	0.004234235	0.05048093	3.670586e-05	0.01821672	6.566217e-07	0.228204	0.308595	0.463201	0.514449	0.0524889	0.233439
6603	-11110.09	-11123.11	13.01909	0.375171	0.0450527	0.162933	0.000142682	-0.757611	-2.87995	-1.59215	0.1521622	0.003828724	0.05048093	2.419993e-05	0.01800595	4.535371e-07	0.264083	0.357113	0.378804	0.468785	0.0561375	0.203487
6604	-11111.97	-11124.48	12.50438	0.412843	0.039014	0.169076	0.0001067357	-0.661802	-3.02343	-1.5549	0.1521622	0.003828724	0.06232259	3.813698e-05	0.01800595	4.283027e-07	0.216922	0.379999	0.403079	0.515921	0.048634	0.211211
6605	-11111.4	-11123.8	12.39663	0.385963	0.0438671	0.17795	0.0001067357	-0.729146	-2.90588	-1.50371	0.1605448	0.003828724	0.04874869	6.291814e-05	0.01812135	4.939961e-07	0.216922	0.379999	0.403079	0.482321	0.0547005	0.222305
6606	-11108.93	-11121.23	12.30468	0.402187	0.0445171	0.17795	0.0001067357	-0.687959	-2.89114	-1.50371	0.1451563	0.003828724	0.04874869	9.128415e-05	0.01812135	4.345599e-07	0.164113	0.28749	0.548396	0.502601	0.0555129	0.222305
6607	-11108.27	-11120.64	12.37565	0.377958	0.0434363	0.194636	0.0001067357	-0.750111	-2.91578	-1.41403	0.1455141	0.003828724	0.04874869	0.0001310894	0.01812135	2.648928e-07	0.183276	0.204292	0.612431	0.472314	0.054162	0.243162
6608	-11111.69	-11123.99	12.30129	0.379566	0.0464773	0.199485	0.0001067357	-0.745865	-2.84795	-1.38941	0.1455141	0.004007358	0.04874869	0.0001310894	0.01433401	3.869443e-07	0.183276	0.204292	0.612431	0.474324	0.0579632	0.249223
6609	-11110.07	-11121.94	11.87463	0.362931	0.0412733	0.18898	0.0001067357	-0.790694	-2.96699	-1.44354	0.1455141	0.003936409	0.04874869	0.000147745	0.01900076	6.269748e-07	0.137913	0.401243	0.460845	0.45353	0.0514582	0.236091
6610	-11108.45	-11120.36	11.90596	0.39342	0.0412232	0.189007	0.0001336807	-0.710073	-2.96886	-1.44354	0.1455141	0.003382324	0.04874869	0.0001206856	0.01900076	7.102589e-07	0.138946	0.404248	0.456806	0.491608	0.0513618	0.236091
6611	-11108.92	-11120.72	11.80072	0.386699	0.04185	0.195476	0.0001336807	-0.72731	-2.95372	-1.40986	0.1455141	0.003392686	0.04874869	0.0001282636	0.01900076	8.367799e-07	0.138946	0.404248	0.456806	0.483207	0.0521454	0.244177
6612	-11111.31	-11122.64	11.33163	0.405672	0.0398681	0.195489	0.000147119	-0.679429	-3.00273	-1.40986	0.1438852	0.003880784	0.05220082	0.0001282636	0.01900076	1.49869e-06	0.138946	0.404248	0.456806	0.506906	0.0496512	0.244177
6613	-11108.63	-11120.33	11.70511	0.385106	0.0413639	0.181949	0.0001582579	-0.731505	-2.96604	-1.48176	0.1438852	0.004045864	0.04909754	7.859954e-05	0.01900076	1.494589e-06	0.195538	0.161599	0.642863	0.481184	0.0515071	0.227238
6614	-11109.68	-11121.21	11.53649	0.377293	0.03849	0.192779	0.0001535727	-0.751997	-3.03821	-1.42386	0.1438852	0.004005589	0.04909754	0.0001152586	0.01773304	1.395121e-06	0.195538	0.161599	0.642863	0.471424	0.0479205	0.240782
6615	-11110.36	-11122.01	11.64939	0.381958	0.042685	0.163291	0.0001535727	-0.739703	-2.93437	-1.59002	0.1438852	0.00413114	0.04909754	0.0001152586	0.01773304	1.395121e-06	0.195538	0.161599	0.642863	0.477256	0.0531643	0.203922
6616	-11109.72	-11121.06	11.34497	0.394516	0.0402666	0.16831	0.0001535727	-0.707342	-2.99291	-1.55972	0.1438852	0.002645975	0.04855179	0.00028576	0.01773304	1.395121e-06	0.195538	0.161599	0.642863	0.492953	0.0501413	0.210196
6617	-11112.53	-11123.96	11.43268	0.371166	0.0393925	0.16831	0.0001535727	-0.768375	-3.01494	-1.55972	0.1435305	0.00388387	0.04855179	0.0003142697	0.01334409	1.074838e-06	0.105416	0.0871187	0.807466	0.463766	0.0490487	0.210196
6618	-11112.62	-11123.34	10.71929	0.371166	0.041221	0.166788	0.0001535727	-0.768375	-2.9694	-1.56881	0.1435305	0.00388387	0.0481274	0.0003786053	0.02119141	2.475292e-06	0.105416	0.0871187	0.807466	0.463766	0.0513343	0.208293
6619	-11110.95	-11121.78	10.82285	0.371292	0.0426451	0.170366	0.0002796315	-0.768375	-2.93828	-1.5483	0.1435305	0.00388387	0.0481274	0.0002421456	0.01751391	3.90171e-06	0.105416	0.0871187	0.807466	0.463766	0.0529568	0.212609
6620	-11113.54	-11124.88	11.34678	0.386238	0.0462928	0.170631	0.0005438644	-0.729567	-2.86144	-1.5483	0.1435305	0.002410992	0.0481274	0.000130361	0.01751391	4.111388e-06	0.105416	0.0871187	0.807466	0.482118	0.0571861	0.212609
6621	-11112.27	-11123.66	11.38482	0.388408	0.041135	0.193793	0.0003442362	-0.723441	-2.97616	-1.4196	0.1435305	0.002410992	0.0481274	9.273478e-05	0.01751391	4.111388e-06	0.34954	0.288871	0.361589	0.48508	0.0509884	0.241811
6622	-11111.3	-11122.92	11.6211	0.388215	0.0392215	0.190679	0.0001503779	-0.723441	-3.01923	-1.43481	0.1435305	0.002410992	0.0481274	5.929533e-05	0.01751391	3.871117e-06	0.34954	0.288871	0.361589	0.48508	0.0488389	0.238161
6623	-11111.64	-11123.53	11.89308	0.380753	0.0429113	0.194523	5.671496e-05	-0.74261	-2.9268	-1.41435	0.1435305	0.002268178	0.0481274	5.117159e-05	0.01751391	3.140288e-06	0.284465	0.421264	0.294271	0.47587	0.0535683	0.243083
6624	-11110.96	-11122.78	11.82483	0.377621	0.0389179	0.189678	5.671496e-05	-0.750871	-3.02462	-1.43958	0.1435305	0.002268178	0.0481274	5.466193e-05	0.01751391	3.140288e-06	0.210739	0.312083	0.477178	0.471955	0.0485765	0.237027
6625	-11108.87	-11120.12	11.25411	0.377621	0.042972	0.175606	5.671496e-05	-0.750871	-2.92538	-1.51669	0.1435305	0.003406669	0.05115665	5.850155e-05	0.01637897	7.419667e-06	0.210739	0.312083	0.477178	0.471955	0.0536441	0.219436
6626	-11110.93	-11122.33	11.40479	0.364361	0.0457422	0.180652	5.671496e-05	-0.786622	-2.86283	-1.48835	0.1435305	0.003406669	0.04975213	5.850155e-05	0.01964618	5.238592e-06	0.210739	0.312083	0.477178	0.455381	0.0571069	0.225744
6627	-11112.55	-11123.9	11.3451	0.382931	0.0457422	0.178469	5.671496e-05	-0.736905	-2.86283	-1.50051	0.1435305	0.002866627	0.04305642	7.339837e-05	0.01964618	5.993968e-06	0.125329	0.345855	0.528816	0.478593	0.0571069	0.223015
6628	-11109.9	-11120.91	11.01552	0.384269	0.0390636	0.172859	5.671496e-05	-0.733418	-3.02087	-1.53247	0.1435305	0.002866627	0.04928436	7.339837e-05	0.01976062	8.515139e-06	0.125329	0.345855	0.528816	0.480265	0.0487587	0.216002
6629	-11110.19	-11121.09	10.89758	0.396174	0.0390636	0.175891	5.671496e-05	-0.702901	-3.02087	-1.51507	0.1435305	0.004024593	0.04928436	7.977916e-05	0.01523112	8.515139e-06	0.164461	0.330382	0.505157	0.495147	0.0487587	0.219793
6630	-11110.62	-11121.13	10.50912	0.396174	0.0418185	0.175891	5.671496e-05	-0.702901	-2.95263	-1.51507	0.1435305	0.003959821	0.04968019	0.0001207615	0.01523112	1.336583e-05	0.385477	0.298374	0.316149	0.495147	0.0522023	0.219793
6631	-11111.25	-11122.55	11.30901	0.385139	0.0418185	0.194499	5.671496e-05	-0.731155	-2.95263	-1.41447	0.1435305	0.003959821	0.04832893	9.728505e-05	0.01382269	3.655615e-06	0.200723	0.388079	0.411198	0.481353	0.0522023	0.243053
6632	-11109.38	-11120.51	11.12775	0.390769	0.0443419	0.178645	3.755922e-05	-0.716592	-2.89353	-1.49942	0.1435305	0.002736138	0.04832893	0.000177051	0.0177415	3.655615e-06	0.200723	0.388079	0.411198	0.488414	0.0553804	0.223259
6633	-11108.91	-11119.96	11.05033	0.390769	0.0403775	0.183349	3.755922e-05	-0.716592	-2.98727	-1.47342	0.1435305	0.002736138	0.05097251	0.0001710709	0.0177415	3.655615e-06	0.181216	0.44755	0.371235	0.488414	0.0504249	0.22914
6634	-11109.88	-11121.03	11.15389	0.385006	0.0406603	0.191958	3.755922e-05	-0.73145	-2.98028	-1.42753	0.1422231	0.002736138	0.04952292	0.00016861	0.01539678	3.615588e-06	0.181216	0.44755	0.371235	0.481211	0.0507784	0.2399
6635	-11110.46	-11121.36	10.9066	0.385006	0.0390607	0.183413	3.755922e-05	-0.73145	-3.02046	-1.47308	0.1422231	0.003554547	0.04952292	0.0002478729	0.01424746	3.35265e-06	0.440902	0.280942	0.278156	0.481211	0.048779	0.229219
6636	-11113.15	-11123.89	10.73953	0.385006	0.0362138	0.197528	3.755922e-05	-0.73145	-3.09621	-1.39892	0.1422231	0.004326589	0.04952292	0.00018486	0.01949121	3.123513e-06	0.174556	0.414779	0.410665	0.481211	0.0452203	0.246863
6637	-11111.05	-11121.85	10.80195	0.374811	0.0417694	0.200326	3.755922e-05	-0.75829	-2.95335	-1.38485	0.1422231	0.003246789	0.04646311	0.00018486	0.01949121	4.905266e-06	0.174556	0.414779	0.410665	0.468467	0.0521648	0.250361
6638	-11110.72	-11121.33	10.60905	0.374811	0.0409299	0.170102	3.755922e-05	-0.75829	-2.97367	-1.54843	0.1434345	0.002969986	0.04646311	0.0003374371	0.01949121	4.930458e-06	0.104869	0.648414	0.246717	0.468467	0.0511155	0.21258
6639	-11113.28	-11123.41	10.12838	0.36513	0.0449788	0.168254	3.755922e-05	-0.784462	-2.87926	-1.55936	0.1434345	0.00349183	0.04646311	0.0003227637	0.02037319	1.292062e-05	0.104869	0.648414	0.246717	0.456365	0.0561765	0.210271
6640	-11114.95	-11124.94	9.985036	0.363191	0.0463573	0.165454	3.755922e-05	-0.789786	-2.84904	-1.57615	0.1434345	0.003600668	0.05038458	0.0004031919	0.02037319	1.292062e-05	0.256043	0.385104	0.358853	0.453942	0.0578997	0.20677
6641	-11112.86	-11122.82	9.957176	0.380013	0.0412937	0.174165	3.755922e-05	-0.744506	-2.96481	-1.52482	0.1588083	0.004179484	0.05038458	0.0002115472	0.02037319	1.510875e-05	0.256043	0.385104	0.358853	0.474969	0.0515702	0.217659
6642	-11109.96	-11120.13	10.17557	0.380013	0.0454434	0.178386	3.755922e-05	-0.744506	-2.86897	-1.50087	0.1491817	0.003197978	0.05038458	0.0002037312	0.01845291	1.731856e-05	0.256043	0.385104	0.358853	0.474969	0.0567573	0.222935
6643	-11110.4	-11120.44	10.04171	0.380013	0.0456727	0.187549	3.755922e-05	-0.744506	-2.86393	-1.45077	0.1483536	0.003197978	0.05038458	0.0001616611	0.01845291	2.746693e-05	0.256043	0.385104	0.358853	0.474969	0.0570439	0.23439
6644	-11114.21	-11124.36	10.14847	0.364241	0.0417346	0.160358	3.755922e-05	-0.7869	-2.95418	-1.60744	0.1483536	0.003197978	0.05038458	6.992257e-05	0.02026327	5.322368e-05	0.118506	0.652407	0.229087	0.455254	0.0521213	0.200401
6645	-11115.67	-11125.8	10.12895	0.398151	0.0386193	0.160358	3.755922e-05	-0.697875	-3.03183	-1.60744	0.1483536	0.00462755	0.05038458	7.275084e-05	0.01287847	4.438142e-05	0.0407599	0.490798	0.468443	0.497642	0.0482272	0.200401
6646	-11114.57	-11125.04	10.47203	0.381695	0.0418423	0.160952	3.755922e-05	-0.740088	-2.9516	-1.60374	0.1483536	0.004168925	0.05038458	5.103228e-05	0.01232771	4.438142e-05	0.041068	0.494508	0.464424	0.477072	0.0522559	0.201144
6647	-11116.25	-11127.17	10.92066	0.388225	0.0476069	0.165468	3.755922e-05	-0.723123	-2.82242	-1.57606	0.1483536	0.004168925	0.05038458	4.847088e-05	0.01232771	2.056009e-05	0.0804708	0.688044	0.231485	0.485235	0.0594616	0.206789
6648	-11113.93	-11124.35	10.42512	0.391943	0.0433871	0.163787	3.755922e-05	-0.713592	-2.91531	-1.58628	0.1483536	0.004168925	0.05038458	5.274451e-05	0.01232771	4.579255e-05	0.023191	0.198289	0.77852	0.489882	0.054187	0.204686
6649	-11109.62	-11120.04	10.41756	0.385286	0.0420041	0.16379	4.121759e-05	-0.730732	-2.94783	-1.58628	0.1483536	0.003857886	0.05038458	3.417262e-05	0.01679253	5.644822e-05	0.023191	0.198289	0.77852	0.481556	0.0524536	0.204686
6650	-11112.47	-11122.92	10.45307	0.391425	0.042398	0.161776	0.000435134	-0.715929	-2.94783	-1.60109	0.1483536	0.003530499	0.05038458	3.417262e-05	0.01676775	5.644822e-05	0.0171277	0.407896	0.574976	0.488738	0.0524536	0.201676
6651	-11111.84	-11122.02	10.18038	0.391425	0.0411841	0.176406	0.000435134	-0.715929	-2.97718	-1.51429	0.1483536	0.004346657	0.05038458	3.799432e-05	0.01895926	5.599988e-05	0.0171277	0.407896	0.574976	0.488738	0.0509362	0.219964
6652	-11115.32	-11125.56	10.24525	0.394231	0.0413973	0.192414	0.000435134	-0.708778	-2.97196	-1.42723	0.1483536	0.005274099	0.04835488	2.449786e-05	0.01895926	5.959374e-05	0.0171277	0.407896	0.574976	0.492245	0.0512027	0.239973
6653	-11118.41	-11128.72	10.30245	0.36626	0.0407017	0.196733	0.000435134	-0.782457	-2.98909	-1.40498	0.1483536	0.005274099	0.04835488	2.449786e-05	0.01895926	5.917732e-05	0.786843	0.101999	0.111157	0.457281	0.0503332	0.245372
6654	-11116.62	-11126.86	10.23187	0.366002	0.041692	0.171116	0.0001768868	-0.782457	-2.95855	-1.54331	0.1483536	0.005274099	0.04835488	2.850585e-05	0.01895926	6.979502e-05	0.646696	0.261946	0.0913587	0.457281	0.0518939	0.213673
6655	-11112.59	-11123.1	10.5092	0.366729	0.0405068	0.188172	0.0001768868	-0.780471	-2.98752	-1.44819	0.1483536	0.003201529	0.04835488	1.955026e-05	0.01729772	9.331627e-05	0.646696	0.261946	0.0913587	0.45819	0.0504124	0.234994
6656	-11112.25	-11122.66	10.41324	0.385761	0.0405068	0.186483	0.0001768868	-0.729853	-2.98752	-1.45722	0.1414595	0.002812946	0.04835488	2.284464e-05	0.01729772	0.0001066393	0.646696	0.261946	0.0913587	0.48198	0.0504124	0.232883
6657	-11111.55	-11121.88	10.33506	0.387915	0.0405068	0.176596	0.0001768868	-0.724283	-2.98752	-1.51175	0.1414595	0.003344305	0.04835488	2.34137e-05	0.01729772	0.0001066393	0.646696	0.261946	0.0913587	0.484672	0.0504124	0.220523
6658	-11113.95	-11124.4	10.451	0.366814	0.0373878	0.184719	0.0001768868	-0.780238	-3.06801	-1.46673	0.1414595	0.003718205	0.04835488	2.369022e-05	0.01481122	8.558023e-05	0.646696	0.261946	0.0913587	0.458297	0.0465136	0.230678
6659	-11111.26	-11121.53	10.2686	0.374297	0.0388893	0.188228	0.0001768868	-0.760034	-3.02845	-1.4479	0.1414595	0.003718205	0.04835488	3.378638e-05	0.01481122	8.558023e-05	0.0790205	0.0320074	0.888972	0.467651	0.0483905	0.235064
6660	-11111.71	-11121.52	9.812123	0.391149	0.042055	0.186763	0.0001768868	-0.715976	-2.94985	-1.45572	0.1414595	0.003718205	0.04835488	7.43738e-05	0.01687027	8.558023e-05	0.0146939	0.820002	0.165305	0.488715	0.0523476	0.233232
6661	-11111.5	-11121.29	9.790493	0.391149	0.0415324	0.183107	0.0001768868	-0.715976	-2.96241	-1.47551	0.1414595	0.003718205	0.04734399	6.082106e-05	0.01988918	9.483549e-05	0.00757817	0.422905	0.569517	0.488715	0.0516943	0.228663
6662	-11110.65	-11120.66	10.01458	0.373526	0.0396665	0.176861	0.0001294655	-0.76197	-3.00738	-1.50998	0.1414595	0.003718205	0.04734399	6.082106e-05	0.01699518	7.69225e-05	0.00757817	0.422905	0.569517	0.466746	0.0494212	0.220915
6663	-11111.05	-11121.06	10.01209	0.382045	0.0406105	0.174614	0.0001294655	-0.739412	-2.98378	-1.52278	0.1414595	0.004093219	0.04734399	6.082106e-05	0.01878636	6.288349e-05	0.00757817	0.422905	0.569517	0.477395	0.0506013	0.218105
6664	-11112.33	-11122.17	9.841739	0.379879	0.0384915	0.172166	2.828793e-05	-0.744833	-3.03491	-1.53632	0.1414595	0.002962589	0.04734399	6.082106e-05	0.02096044	0.0001051298	0.00757817	0.422905	0.569517	0.474813	0.048079	0.215172
6665	-11111.23	-11121.15	9.923035	0.379621	0.0385274	0.172563	6.416476e-05	-0.745606	-3.03491	-1.53422	0.1414595	0.004127972	0.04734399	4.599959e-05	0.01718733	0.0001039037	0.00757817	0.422905	0.569517	0.474447	0.048079	0.215623
6666	-11112.45	-11122.7	10.25498	0.376411	0.0384175	0.160193	6.416476e-05	-0.7541	-3.03777	-1.60864	0.1414595	0.003301505	0.04734399	4.599959e-05	0.01691208	7.36627e-05	0.00757817	0.422905	0.569517	0.470434	0.0479416	0.200161
6667	-11112.37	-11121.98	9.611803	0.409871	0.04236	0.181249	6.416476e-05	-0.668925	-2.93992	-1.48509	0.1414595	0.003301505	0.04835313	4.773132e-05	0.01868503	0.0001901887	0.00757817	0.422905	0.569517	0.512259	0.0528698	0.226482
6668	-11113.03	-11121.49	8.46491	0.409871	0.041611	0.189582	6.416476e-05	-0.668925	-2.95779	-1.44013	0.1464189	0.003487873	0.04835313	0.0001230927	0.01868503	0.0006187064	0.0105498	0.58874	0.40071	0.512259	0.0519335	0.236897
6669	-11112.49	-11120.61	8.118039	0.388695	0.0439321	0.182648	0.000334277	-0.722676	-2.9096	-1.47888	0.1464189	0.003487873	0.04835313	0.0002330677	0.01868503	0.000803887	0.00800069	0.454394	0.537605	0.485451	0.0544973	0.227893
6670	-11114.72	-11122.38	7.662877	0.388683	0.0355252	0.182636	0.0003219276	-0.722676	-3.12347	-1.47888	0.1464189	0.003492336	0.04835313	0.0003902769	0.01370639	0.00125943	0.00837357	0.428966	0.56266	0.485451	0.044004	0.227893
6671	-11113.12	-11121.31	8.18217	0.37293	0.0385039	0.170803	0.0003219276	-0.764085	-3.04225	-1.54599	0.1464189	0.002666542	0.04835313	0.000202372	0.01580817	0.00125943	0.00949089	0.35277	0.637739	0.46576	0.0477275	0.213102
6672	-11115.5	-11123.92	8.424417	0.37293	0.0398996	0.171325	0.0003219276	-0.764085	-3.00635	-1.54293	0.1568378	0.002766286	0.04847078	0.0002046512	0.01580817	0.0007037952	0.00949089	0.35277	0.637739	0.46576	0.049472	0.213754
6673	-11117.07	-11125.2	8.130485	0.395701	0.0496708	0.183081	0.0003219276	-0.704767	-2.7857	-1.47644	0.1552557	0.002766286	0.04847078	0.0002046512	0.01673776	0.00126647	0.0141386	0.525524	0.460337	0.494224	0.0616861	0.228449
6674	-11114.16	-11122.06	7.907237	0.394074	0.0479223	0.173066	0.0003219276	-0.708891	-2.82177	-1.5328	0.1552557	0.002991396	0.05053239	0.0002908348	0.01673776	0.00126647	0.0232735	0.218967	0.757759	0.49219	0.0595005	0.21593
6675	-11113.92	-11121.92	8.005984	0.377311	0.0479223	0.17569	0.0003219276	-0.752395	-2.82177	-1.51772	0.1416765	0.002991396	0.05053239	0.0002206325	0.01673776	0.001664567	0.0232735	0.218967	0.757759	0.471237	0.0595005	0.21921
6676	-11113.37	-11120.98	7.6032	0.405768	0.0467123	0.190015	0.0001185841	-0.679122	-2.84315	-1.43813	0.1416765	0.002991396	0.05053239	0.0001571507	0.01357433	0.005003102	0.0232735	0.218967	0.757759	0.507062	0.0582421	0.23737
6677	-11111.63	-11119.33	7.705159	0.368357	0.0467123	0.172743	0.0001185841	-0.775882	-2.84315	-1.53349	0.1410024	0.003081104	0.04810853	0.0002325235	0.01357433	0.00383054	0.0232735	0.218967	0.757759	0.460298	0.0582421	0.21578
6678	-11112.01	-11119.74	7.725924	0.376285	0.0425155	0.166025	0.0001185841	-0.754581	-2.93754	-1.57319	0.1410024	0.002168928	0.04810853	0.0002772236	0.01357433	0.003940689	0.0232735	0.218967	0.757759	0.470207	0.0529961	0.207384
6679	-11115.62	-11123.02	7.401065	0.411798	0.0436438	0.166383	0.0004763844	-0.665236	-2.91953	-1.57319	0.1410024	0.003038049	0.04597553	0.0003354325	0.01357433	0.003940689	0.0232735	0.218967	0.757759	0.514152	0.0539592	0.207384
6680	-11114.68	-11121.6	6.917908	0.386699	0.0437808	0.170099	0.0004763844	-0.728197	-2.91636	-1.55104	0.1410024	0.002473138	0.04819802	0.0008242215	0.01357433	0.005517472	0.0933764	0.878523	0.0281008	0.482779	0.0541305	0.212028
