Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
7196	-8377.73	-8373.34	-4.38919	0.0112881	0.0198497	0.0209417	0.000948781	0.00166839	0.00176018	-4.48401	-3.91957	-3.86601	-2.47633	0.00167233	0.6354896	0.0006071764	0.0001592547	0.0005634897	0.1534738	0.007216748	0.001915839	0.2651656	0.372017	0.0439357	0.0786481	0.0475698	0.212605	0.245225	0.0161464	0.0788414	0.175587	0.0272983	0.133295	0.296859	-4.12606	-2.54032	-1.73962	0.525126	2.46853
7197	-8370.36	-8371.38	1.02533	0.0112881	0.0155171	0.0751781	0.00259494	0.00356711	0.0172822	-4.48401	-4.16581	-2.58789	-1.47019	-0.388691	1.133013	0.0006071764	0.0001592547	0.0003726168	0.1374494	0.001570416	0.0002656496	0.2546251	0.324868	0.0383673	0.153877	0.0830827	0.185659	0.214145	0.0161464	0.0837124	0.18356	0.0272983	0.14153	0.31034	-4.12606	-2.48037	-1.69521	0.525126	1.18008
7198	-8374.56	-8375.46	0.905354	0.0112881	0.0102588	0.0751781	0.00259494	0.00235832	0.0172822	-4.48401	-4.57962	-2.58789	-1.47019	-0.388691	0.7568842	0.0006190622	0.0001592547	0.0003726168	0.1374494	0.001570416	0.0002656496	0.2462888	0.318104	0.0387517	0.155418	0.0839151	0.18752	0.216291	0.0170003	0.0939092	0.179333	0.027645	0.15271	0.291621	-4.07452	-2.36543	-1.71851	0.486213	1.18008
7199	-8374.85	-8372.84	-2.01467	0.0112601	0.0102588	0.00709963	0.00443789	0.00404325	0.00279815	-4.48649	-4.57962	-4.94771	-0.931084	-0.388691	0.5335717	0.0006444989	0.0001592547	1.535691e-05	0.1601164	0.001570416	0.001204527	0.2264037	0.355026	0.0432495	0.0573899	0.0936549	0.209285	0.241395	0.0151663	0.0911139	0.176871	0.0243826	0.146482	0.284353	-4.18868	-2.39564	-1.73233	0.474794	2.87979
7200	-8374.29	-8368.97	-5.32923	0.0040333	0.0102588	0.00709963	0.000679013	0.00172708	0.00119523	-5.51317	-4.57962	-4.94771	-1.7817	0.455018	0.9068306	5.410067e-05	0.002602885	0.0001096067	0.1583829	0.001570416	0.001204527	0.2386655	0.343062	0.0754899	0.055456	0.090499	0.202232	0.233261	0.0176796	0.0941451	0.194194	0.0268579	0.14302	0.295009	-4.03534	-2.36292	-1.6389	0.418147	0.364427
7201	-8374.25	-8369.22	-5.02316	0.0140317	0.0191871	0.00914124	0.000825876	0.00112931	0.000538035	-4.26644	-3.95352	-4.69496	-2.83263	0.455018	2.717713	5.234118e-05	0.0006764881	0.0001096067	0.1665381	0.001570416	0.00107062	0.2572744	0.200191	0.0611821	0.0449453	0.0733465	0.163903	0.456432	0.0176728	0.09367	0.194194	0.0268475	0.142298	0.295009	-4.03573	-2.36798	-1.6389	0.418147	0.364427
7202	-8370.63	-8367.12	-3.50916	0.0140317	0.00804834	0.0850284	0.000594389	0.000340932	0.00360185	-4.26644	-4.82229	-2.46477	-3.16154	-0.652197	2.451623	1.813711e-05	3.932092e-05	9.550393e-05	0.1729784	0.001570416	0.00107062	0.2406561	0.133503	0.0897614	0.0844003	0.107608	0.240465	0.344262	0.0165797	0.102883	0.194322	0.0247099	0.153334	0.289612	-4.09957	-2.27416	-1.63824	0.399024	0.364427
7203	-8369.5	-8373.27	3.7698	0.0578483	0.0608418	0.0188016	0.00427721	0.00449855	0.00139016	-2.84993	-2.79948	-3.97381	-2.60452	-0.368884	0.864712	0.0004923195	3.164366e-07	1.304189e-05	0.1729784	0.001570416	0.01040168	0.2434816	0.133503	0.0897614	0.0844003	0.107608	0.240465	0.344262	0.0221749	0.102883	0.194322	0.0334445	0.15517	0.29308	-3.8088	-2.27416	-1.63824	0.410927	1.72504
7204	-8369.55	-8372.65	3.10845	0.0577093	0.0569135	0.0188016	0.00445273	0.00439132	0.00145069	-2.85234	-2.86622	-3.97381	-2.5619	-0.368884	0.5382921	6.990522e-05	2.991446e-06	1.598401e-05	0.1585759	0.001570416	0.004747958	0.2173794	0.119574	0.0803959	0.0755941	0.200719	0.215375	0.308343	0.0165711	0.092227	0.188395	0.0249928	0.139098	0.284141	-4.10009	-2.3835	-1.66921	0.410927	1.72504
7205	-8380.06	-8375.68	-4.38115	0.00785865	0.00431321	0.0188016	0.00125014	0.00068614	0.00299093	-4.84614	-5.44607	-3.97381	-1.83836	-0.368884	2.308603	0.002053061	2.991446e-06	0.001153799	0.1585759	0.0008262077	0.002065451	0.2313903	0.153156	0.077982	0.0733244	0.187544	0.208908	0.299085	0.019052	0.0885473	0.176414	0.0287346	0.133548	0.266071	-3.96058	-2.42422	-1.73492	0.410927	1.64529
7206	-8380.2	-8375.2	-5.00332	0.0315733	0.00848524	0.0188016	0.00502264	0.00134982	0.00299093	-3.45544	-4.76943	-3.97381	-1.83836	-0.368884	1.960252	0.0004160683	0.001447671	0.001153799	0.1585759	0.0008262077	0.002065451	0.221524	0.193319	0.0984314	0.0925524	0.178498	0.0596858	0.377514	0.0194073	0.0897708	0.179045	0.0292506	0.135302	0.269856	-3.94211	-2.4105	-1.72012	0.410252	3.01914
7207	-8382.16	-8374.3	-7.85867	0.0028031	0.0103462	0.0188016	0.000698681	0.00257883	0.00468635	-5.87703	-4.57113	-3.97381	-1.38929	-0.368884	1.993367	0.0004160683	0.001765701	0.001153799	0.15225	0.0008262077	0.002065451	0.221524	0.202099	0.102902	0.051335	0.186605	0.0623968	0.394661	0.0200228	0.0942317	0.180701	0.030277	0.142491	0.273243	-3.91089	-2.362	-1.71091	0.413519	2.50954
7208	-8375.62	-8374.23	-1.38376	0.0223641	0.0197523	0.0205004	0.00563568	0.00497751	0.00516605	-3.8003	-3.92449	-3.88731	-1.37834	1.10072	2.528553	0.0005669708	8.39648e-05	0.001153799	0.1471819	0.0008262077	0.002065451	0.221524	0.238838	0.121608	0.060667	0.0387415	0.0737396	0.466405	0.014946	0.0894779	0.178184	0.0232641	0.139276	0.27735	-4.20331	-2.41376	-1.72494	0.442465	1.19503
7209	-8374.52	-8371.42	-3.0973	0.00709098	0.0245933	0.0205004	0.000775571	0.00268987	0.00224222	-4.94893	-3.70528	-3.88731	-2.21298	1.55319	0.8700325	0.0004624549	8.427234e-05	0.001153799	0.1556777	0.0008262077	0.003624546	0.221524	0.186949	0.0951884	0.465886	0.0303247	0.0577193	0.163933	0.0135288	0.090571	0.178184	0.0207617	0.138993	0.273447	-4.30294	-2.40162	-1.72494	0.428292	0.437356
7210	-8378.03	-8372.85	-5.17534	0.00709098	0.0111768	0.0205004	0.000775571	0.00122246	0.00224222	-4.94893	-4.49391	-3.88731	-2.21298	1.12294	1.941263	6.631902e-05	0.0001546667	0.001058626	0.1240564	0.00180484	0.003624546	0.221524	0.186949	0.0951884	0.465886	0.0303247	0.0577193	0.163933	0.0138658	0.0860619	0.178184	0.0212789	0.132073	0.273447	-4.27833	-2.45269	-1.72494	0.428292	0.437356
7211	-8375	-8370.5	-4.50489	0.0172425	0.0100324	0.0124624	0.00188588	0.00109728	0.00136306	-4.06038	-4.60194	-4.38504	-2.21298	-0.862395	2.182664	2.13818e-05	0.0001546667	0.0007224732	0.1469912	0.0005317925	0.00152062	0.2401813	0.186949	0.0951884	0.465886	0.0303247	0.0577193	0.163933	0.0111882	0.0829188	0.187857	0.0171698	0.12725	0.288292	-4.49289	-2.48989	-1.67207	0.428292	1.09477
7212	-8379.53	-8374.97	-4.5611	0.145946	0.00928847	0.0623556	0.0159628	0.00101592	0.00682009	-1.92452	-4.67898	-2.7749	-2.21298	-1.13808	2.545962	0.0002198171	0.004007075	0.0007224732	0.1591985	0.0005317925	0.003012199	0.2401813	0.186949	0.0951884	0.465886	0.0303247	0.0577193	0.163933	0.00990447	0.092004	0.187857	0.0150027	0.139362	0.284555	-4.61477	-2.38592	-1.67207	0.415245	1.09477
7213	-8378.54	-8374.13	-4.40877	0.145946	0.0221729	0.0623556	0.00997155	0.00151493	0.00426035	-1.92452	-3.80888	-2.7749	-2.6835	-2.54598	0.5424095	0.0004711358	0.004007075	0.0007224732	0.1591985	0.0005317925	0.003012199	0.2344981	0.0369411	0.112751	0.551842	0.0359196	0.0683686	0.194178	0.0139202	0.0919722	0.187857	0.0209582	0.138473	0.282837	-4.27441	-2.38627	-1.67207	0.409187	1.09477
7214	-8375.32	-8374.74	-0.584342	0.145946	0.0720058	0.152211	0.00785068	0.0038733	0.00818768	-1.92452	-2.63101	-1.88249	-2.92264	1.20826	0.1185113	8.598891e-05	0.004007075	0.00030098	0.1778335	0.0005317925	0.003012199	0.2344981	0.0583537	0.377367	0.0928092	0.0567401	0.107998	0.306733	0.0157226	0.101367	0.187857	0.0236718	0.152618	0.282837	-4.15266	-2.28901	-1.67207	0.409187	1.09477
7215	-8371.83	-8371.03	-0.799881	0.0260849	0.014873	0.0580286	0.0040235	0.00229411	0.00895069	-3.6464	-4.20821	-2.84682	-1.8692	0.225134	1.38056	2.806835e-05	0.0009077078	0.001015864	0.163029	0.0005317925	0.003012199	0.2624383	0.0544829	0.352334	0.0866527	0.0529763	0.167168	0.286386	0.0167562	0.101367	0.192395	0.0261019	0.157904	0.299703	-4.08899	-2.28901	-1.64821	0.443242	1.09477
7216	-8378.48	-8374.4	-4.07882	0.00751461	0.014873	0.0910216	0.00110173	0.00218056	0.0133448	-4.89091	-4.20821	-2.39666	-1.91997	0.225134	1.38056	0.0004063495	0.0009077078	0.001784542	0.1651383	0.006946074	0.003012199	0.2624383	0.051558	0.353424	0.0869208	0.0531402	0.167685	0.287271	0.0192997	0.101824	0.192395	0.0300641	0.158616	0.299703	-3.94767	-2.28451	-1.64821	0.443242	1.13826
7217	-8370.83	-8369.18	-1.65583	0.00751461	0.014873	0.0662456	0.000746159	0.00147681	0.00657781	-4.89091	-4.20821	-2.71439	-2.30967	0.716585	1.644681	0.00017547	8.140458e-06	9.88463e-05	0.1651383	0.0001031979	0.003012199	0.2624383	0.0210747	0.735708	0.0355294	0.0217214	0.0685425	0.117424	0.0192114	0.100824	0.200393	0.0299265	0.157059	0.312162	-3.95225	-2.29438	-1.60747	0.443242	3.20154
7218	-8369.65	-8371.09	1.43518	0.0132968	0.014873	0.0662456	0.00349099	0.00390484	0.0173924	-4.32024	-4.20821	-2.71439	-1.33733	0.716585	1.644681	0.000268485	8.140458e-06	0.0002535609	0.1651383	0.007161659	0.0008310867	0.2651993	0.0214046	0.747225	0.0360856	0.0220614	0.0696155	0.103607	0.0192114	0.105353	0.214171	0.0281763	0.154516	0.314114	-3.95225	-2.25044	-1.54098	0.382978	0.96654
7219	-8373.35	-8372.93	-0.422141	0.0122907	0.014873	0.115092	0.00322687	0.00390484	0.0302169	-4.39891	-4.20821	-2.16202	-1.33733	2.33809	1.905204	0.0003899244	0.0002023881	4.951052e-06	0.1526041	0.003390772	0.00279436	0.2651993	0.0214046	0.747225	0.0360856	0.0220614	0.0696155	0.103607	0.0186194	0.105212	0.23123	0.025628	0.144816	0.318269	-3.98355	-2.25177	-1.46434	0.319486	0.238468
7220	-8371.62	-8367.77	-3.84109	0.00856383	0.014873	0.0444512	0.000565874	0.000982768	0.00293721	-4.76021	-4.20821	-3.11336	-2.71693	1.4401	1.705265	0.0006810181	0.0002023881	0.0001235127	0.1445313	0.003390772	0.00279436	0.2664489	0.0191621	0.668942	0.13707	0.0197502	0.0623222	0.092753	0.0180918	0.113458	0.23553	0.0234697	0.147184	0.305543	-4.0123	-2.17632	-1.44592	0.260252	0.238468
7221	-8376.52	-8375.39	-1.12276	0.0699303	0.099812	0.0657842	0.0046208	0.0065953	0.00434684	-2.66026	-2.30447	-2.72137	-2.71693	1.4401	2.132874	0.0006810181	0.0002023881	0.0003244522	0.1408038	0.003390772	0.00279436	0.2664489	0.01699	0.593114	0.121533	0.014325	0.171799	0.082239	0.0135602	0.117341	0.239788	0.0180398	0.156104	0.319002	-4.30062	-2.14267	-1.428	0.285443	0.238468
7222	-8374.93	-8374.39	-0.547222	0.0613844	0.100142	0.10799	0.00241933	0.00394687	0.00425616	-2.7906	-2.30116	-2.22572	-3.23367	1.4401	0.8236651	0.0006810181	0.0002023881	5.534106e-06	0.1493113	0.003390772	0.00279436	0.2664489	0.0027209	0.598468	0.12263	0.0198505	0.17335	0.0829813	0.0148975	0.122676	0.239788	0.0198188	0.163202	0.319002	-4.20656	-2.09821	-1.428	0.285443	1.63103
7223	-8370.97	-8373.99	3.02002	0.0183793	0.0127953	0.10799	0.0027463	0.00191192	0.0161362	-3.99653	-4.35868	-2.22572	-1.90097	1.4401	0.8236651	0.0005201995	6.943652e-05	3.555239e-06	0.1451284	0.0002872569	0.00279436	0.2858051	0.00147243	0.690368	0.14146	0.0228987	0.0477855	0.0960154	0.0180368	0.111605	0.239788	0.0243752	0.150825	0.324052	-4.01534	-2.19279	-1.428	0.301149	0.893512
7224	-8376.51	-8377.36	0.84761	0.0425041	0.058063	0.0228875	0.00635111	0.00867598	0.00341993	-3.15816	-2.84623	-3.77716	-1.90097	1.49012	2.348088	0.002268081	0.000160843	2.046566e-06	0.1494152	0.009146011	0.004002056	0.2858051	0.00147243	0.690368	0.14146	0.0228987	0.0477855	0.0960154	0.018229	0.11835	0.239788	0.0245275	0.159243	0.32264	-4.00474	-2.13411	-1.428	0.296781	0.893512
7225	-8374.88	-8372.55	-2.32774	0.00866201	0.058063	0.162691	0.0014996	0.0100521	0.0281657	-4.74881	-2.84623	-1.8159	-1.75375	-0.894508	5.396243	4.884528e-05	0.0007544543	0.0004583907	0.1494152	0.002776067	5.897125e-05	0.2690935	0.00147243	0.690368	0.14146	0.0228987	0.0477855	0.0960154	0.018229	0.110956	0.237804	0.0252948	0.153964	0.32998	-4.00474	-2.19862	-1.43631	0.327585	0.0937793
7226	-8373.23	-8370.83	-2.3991	0.0193759	0.058063	0.0464485	0.00111449	0.00333976	0.0026717	-3.94373	-2.84623	-3.06941	-2.85563	1.28304	3.044257	0.0002750656	0.002533963	0.0004583907	0.1399055	0.002776067	5.897125e-05	0.2616506	0.00321914	0.421118	0.211212	0.0500627	0.104472	0.209916	0.018229	0.110956	0.223562	0.0245275	0.149294	0.300808	-4.00474	-2.19862	-1.49807	0.296784	0.0937793
7227	-8375.84	-8373.52	-2.31157	0.135362	0.0366025	0.0432087	0.00850719	0.00230038	0.00271556	-1.9998	-3.30764	-3.14171	-2.76704	-1.32357	1.02794	0.0004158508	0.002533963	0.0004583907	0.1330636	0.002776067	0.008176958	0.2656736	0.00327719	0.428713	0.215021	0.0509656	0.106356	0.195667	0.0135254	0.101513	0.231017	0.0181987	0.136588	0.310839	-4.30319	-2.28757	-1.46526	0.296784	0.0937793
7228	-8375.78	-8372.86	-2.9155	0.135362	0.00951117	0.05231	0.00850719	0.000597754	0.00328756	-1.9998	-4.65529	-2.95057	-2.76704	-1.32357	1.172389	0.0005403697	0.0009893861	0.001141914	0.1477514	0.002776067	0.0004825671	0.2656736	0.00250313	0.563649	0.164234	0.0389277	0.0812352	0.149451	0.0120528	0.106107	0.231017	0.0162174	0.14277	0.310839	-4.41846	-2.2433	-1.46526	0.296784	0.0937793
7229	-8377.47	-8376.49	-0.979695	0.0509714	0.0474732	0.0193691	0.00320343	0.00298358	0.0012173	-2.97649	-3.04759	-3.94408	-2.76704	0.10383	1.48373	0.003892577	0.0009893861	0.001141914	0.1530422	0.002776067	0.0004477724	0.2656736	0.00250313	0.563649	0.164234	0.0389277	0.0812352	0.149451	0.0175669	0.113836	0.231017	0.0239465	0.155177	0.314914	-4.04174	-2.17299	-1.46526	0.309808	0.0937793
7230	-8373.47	-8371.09	-2.37805	0.0509714	0.0474732	0.0383515	0.00320343	0.00298358	0.0024103	-2.97649	-3.04759	-3.26096	-2.76704	-0.642303	2.517159	0.0002245227	7.337398e-05	0.001141914	0.1712559	0.002776067	0.0004477724	0.2656736	0.00265648	0.598181	0.174295	0.0457369	0.0862121	0.0929183	0.0175669	0.114093	0.215933	0.0240444	0.156163	0.295555	-4.04174	-2.17074	-1.53279	0.313887	2.22769
7231	-8375.82	-8372.2	-3.61664	0.0273738	0.0121708	0.0383515	0.00298102	0.00132541	0.00417649	-3.59817	-4.40871	-3.26096	-2.21732	-0.13499	4.996234	0.004278814	7.337398e-05	0.001141914	0.1665213	0.002776067	0.0004477724	0.2656736	0.00897053	0.547959	0.159662	0.0418969	0.156395	0.085117	0.0166676	0.114093	0.232039	0.0224119	0.153413	0.312008	-4.09429	-2.17074	-1.46085	0.296122	0.435782
7232	-8374.47	-8370.77	-3.6965	0.0273738	0.0121708	0.0513144	0.00298102	0.00132541	0.00558815	-3.59817	-4.40871	-2.96978	-2.21732	-0.49838	2.249186	1.404736e-05	0.0005579632	0.001141914	0.1665213	0.002363827	0.001717726	0.2611008	0.00897053	0.547959	0.159662	0.0418969	0.156395	0.085117	0.0232105	0.114266	0.239338	0.0304522	0.149918	0.314011	-3.76315	-2.16922	-1.42988	0.271554	2.18853
7233	-8368.6	-8370.75	2.15449	0.0273738	0.0430366	0.0429586	0.00158034	0.00248459	0.00248008	-3.59817	-3.1457	-3.14752	-2.85194	-0.454941	0.1032623	4.531868e-05	0.0005579632	5.85103e-05	0.1665213	0.009016793	0.000102138	0.2611008	0.01782	0.0188914	0.400295	0.0832286	0.31068	0.169086	0.0232105	0.114295	0.230752	0.0304522	0.149955	0.302747	-3.76315	-2.16897	-1.46641	0.271554	0.496556
7234	-8370.13	-8370.22	0.0968774	0.00736895	0.0182994	0.040637	0.000425424	0.00105646	0.00234605	-4.91048	-4.00089	-3.20308	-2.85194	-0.505664	0.7447189	0.0002282132	0.0004596748	8.369978e-05	0.1710694	0.009016793	3.680481e-06	0.276864	0.0167647	0.0177726	0.376588	0.0782997	0.292281	0.218294	0.0227804	0.120994	0.220522	0.0302342	0.160583	0.292678	-3.78186	-2.11202	-1.51176	0.283074	0.496556
7235	-8377.94	-8372.91	-5.02705	0.0286801	0.0693168	0.0422209	0.000613934	0.00148381	0.000903791	-3.55155	-2.66907	-3.16484	-3.84407	-0.505664	1.31385	0.0001536548	0.002548816	9.689042e-07	0.1853358	0.009016793	0.002494757	0.2514883	0.0182304	0.0193265	0.422887	0.0851454	0.317835	0.136576	0.0209931	0.127639	0.211786	0.0278621	0.169402	0.281083	-3.86356	-2.05855	-1.55218	0.283074	2.96216
7236	-8374.27	-8369.62	-4.64901	0.0286801	0.0221995	0.0973539	0.000674225	0.000521877	0.00228864	-3.55155	-3.80768	-2.3294	-3.75039	-0.582454	1.114946	3.027653e-05	0.00312781	5.858324e-06	0.1857986	0.0008460852	0.002494757	0.2344008	0.0167688	0.0105206	0.353599	0.078319	0.292353	0.248441	0.0238799	0.118024	0.210721	0.0316935	0.156642	0.27967	-3.73472	-2.13686	-1.55722	0.283074	2.96216
7237	-8373.37	-8371.84	-1.52086	0.0286801	0.00976842	0.0337868	0.00270216	0.000920354	0.0031833	-3.55155	-4.6286	-3.38768	-2.36215	-0.582454	1.114946	0.0008199085	0.0002903829	0.0001816906	0.1857986	0.0008460852	0.008021881	0.2344008	0.0162272	0.00326391	0.342177	0.115006	0.28291	0.240416	0.0237136	0.133785	0.210721	0.0314728	0.17756	0.27967	-3.7417	-2.01152	-1.55722	0.283074	1.19423
7238	-8370.78	-8368.04	-2.73983	0.0339985	0.00976842	0.0337868	0.00153613	0.00044136	0.00152657	-3.38144	-4.6286	-3.38768	-3.09705	-0.582454	2.386867	9.339729e-05	4.666405e-05	6.162852e-06	0.1647691	0.002772721	0.009875185	0.2512832	0.0162805	0.00327463	0.343301	0.115384	0.283838	0.237922	0.0237136	0.117181	0.23168	0.0314728	0.155522	0.307486	-3.7417	-2.14404	-1.4624	0.283074	1.19423
7239	-8374.24	-8370.11	-4.13059	0.0172099	0.0833404	0.0818792	0.000505019	0.00244559	0.00240271	-4.06227	-2.48482	-2.50251	-3.52865	1.20601	2.386867	0.001343845	0.00163508	6.162852e-06	0.1647691	0.001495728	0.004278192	0.2517377	0.0185764	0.00373642	0.391713	0.131656	0.323866	0.130452	0.018875	0.117181	0.22009	0.0248204	0.154091	0.289416	-3.96992	-2.14404	-1.51372	0.27383	1.19423
7240	-8380.71	-8375.77	-4.93926	0.0100018	0.0833404	0.188863	0.0004791	0.00399213	0.0090468	-4.60499	-2.48482	-1.66674	-3.03861	1.76623	1.39469	0.002424306	0.00163508	0.0001957709	0.1647691	0.001495728	0.004278192	0.2788102	0.312962	0.00359722	0.37712	0.126751	0.0539772	0.125592	0.018875	0.117895	0.22009	0.0287336	0.179473	0.335045	-3.96992	-2.13796	-1.51372	0.420231	0.914551
7241	-8378.33	-8375.79	-2.53909	0.00568826	0.0668271	0.0623426	0.000284658	0.00334423	0.00311982	-5.16935	-2.70565	-2.77511	-2.99487	1.76623	2.106767	0.006191701	3.443138e-05	5.714303e-06	0.158011	0.001144527	0.002489111	0.2788102	0.413834	0.00475665	0.0354961	0.167604	0.0713748	0.306935	0.0199741	0.108129	0.218994	0.0304068	0.164607	0.333377	-3.91332	-2.22443	-1.51871	0.420231	0.914551
7242	-8374.39	-8369.89	-4.50833	0.0697078	0.0385908	0.0648955	0.00230954	0.00127858	0.0021501	-2.66344	-3.25474	-2.73498	-3.40727	-1.25896	7.651008	0.006191701	3.443138e-05	1.433994e-06	0.1446347	0.0003236593	0.002489111	0.2584306	0.307751	0.0068157	0.0508616	0.240156	0.102271	0.292144	0.0191045	0.100976	0.218994	0.0274335	0.144999	0.31447	-3.95783	-2.29288	-1.51871	0.361845	1.09248
7243	-8372.57	-8372.04	-0.521578	0.0865818	0.0385908	0.0478635	0.0017664	0.00078731	0.000976487	-2.44667	-3.25474	-3.0394	-3.89215	1.13038	3.409525	0.006853718	0.0001264793	3.20605e-08	0.1589274	0.0003236593	0.002489111	0.2584306	0.25612	0.00567223	0.0423285	0.199865	0.252883	0.243131	0.0207285	0.108343	0.218994	0.0297656	0.155578	0.31447	-3.87625	-2.22245	-1.51871	0.361845	0.928882
7244	-8363.94	-8369.14	5.19484	0.105923	0.0394629	0.0162287	0.00472443	0.00176014	0.000723839	-2.24504	-3.23239	-4.12098	-3.10997	0.494162	1.930405	0.0007699177	0.0001264793	5.145169e-09	0.1482742	0.0001884329	0.002489111	0.2584306	0.28792	0.0063765	0.0475841	0.224681	0.134687	0.298751	0.0188221	0.108343	0.223879	0.0251021	0.144492	0.298577	-3.97272	-2.22245	-1.49665	0.28792	0.0605348
7245	-8367.35	-8371.08	3.73108	0.0687947	0.0394629	0.00835208	0.00714574	0.00409903	0.000867535	-2.67663	-3.23239	-4.78524	-2.26461	-0.942325	0.7072526	0.0001960537	9.7237e-05	5.031243e-08	0.1482742	0.002166595	0.002489111	0.2584306	0.249711	0.0796687	0.0412694	0.194864	0.175381	0.259105	0.0153013	0.105849	0.221262	0.0204306	0.141332	0.295433	-4.17982	-2.24574	-1.50841	0.289095	0.991207
7246	-8370.68	-8369.17	-1.5068	0.0253632	0.00605002	0.0222974	0.00220179	0.000525205	0.00193565	-3.67446	-5.10769	-3.80328	-2.44403	-0.942325	1.578512	0.0009058313	9.7237e-05	3.646694e-06	0.1417208	0.002166595	0.002489111	0.2584306	0.182605	0.0655283	0.0301788	0.0108566	0.329398	0.381433	0.0134027	0.105849	0.229506	0.0178955	0.141332	0.306441	-4.3123	-2.24574	-1.47183	0.289095	0.667913
7247	-8368.97	-8370.75	1.77651	0.0468271	0.00481766	0.0459619	0.00862819	0.000887683	0.00846877	-3.06129	-5.33547	-3.07994	-1.69143	-0.268734	1.501846	0.001386718	9.7237e-05	3.646694e-06	0.1483485	0.001575331	0.002489111	0.2584306	0.152198	0.0546167	0.143339	0.0455643	0.286365	0.317918	0.0178538	0.105128	0.229506	0.0238387	0.140369	0.306441	-4.02554	-2.25258	-1.47183	0.289095	0.667913
7248	-8374.43	-8371.57	-2.85666	0.0121183	0.0296916	0.0241711	0.00223287	0.00547086	0.00445368	-4.41304	-3.51689	-3.7226	-1.69143	0.336474	5.12696	0.001723151	0.0003283594	0.0001970817	0.1324985	0.001575331	0.0005003413	0.2584306	0.102294	0.0449347	0.117929	0.237682	0.235601	0.26156	0.0199743	0.105128	0.22597	0.02667	0.140369	0.30172	-3.91331	-2.25258	-1.48735	0.289095	0.946426
7249	-8369.52	-8372.13	2.60528	0.0121183	0.0296916	0.0406017	0.00327434	0.0080226	0.0109705	-4.41304	-3.51689	-3.20395	-1.3086	0.336474	2.593927	0.002138876	0.0003888103	0.0001970817	0.1466738	3.324536e-05	0.0002949929	0.267407	0.050147	0.0220281	0.661338	0.0227657	0.115497	0.128223	0.0160423	0.106924	0.22597	0.0229971	0.153278	0.323936	-4.13253	-2.23564	-1.48735	0.360141	0.732989
7250	-8367.75	-8369.74	1.99259	0.0121183	0.012302	0.0623368	0.00327434	0.00332398	0.0168433	-4.41304	-4.39799	-2.7752	-1.3086	-0.772098	2.286538	0.0006113549	0.0003888103	0.0001562821	0.1565713	3.324536e-05	0.0002949929	0.267407	0.0652042	0.0286423	0.485178	0.0296013	0.0987424	0.292631	0.0177526	0.108123	0.231006	0.025449	0.154997	0.331155	-4.03122	-2.22449	-1.46531	0.360141	0.729222
7251	-8372.02	-8371.02	-1.00078	0.0119758	0.0352359	0.0623368	0.00148331	0.00436428	0.00772096	-4.42486	-3.34569	-2.7752	-2.08861	-0.83952	2.286538	0.0006113549	0.0006936476	0.0001562821	0.1531158	0.004952124	0.0003862186	0.2749128	0.172039	0.0253689	0.429729	0.0262183	0.0874574	0.259187	0.0177526	0.112414	0.211251	0.025449	0.161149	0.302835	-4.03122	-2.18557	-1.55471	0.360141	0.729222
7252	-8378.06	-8377.52	-0.534599	0.0179436	0.0352359	0.088915	0.000818164	0.00160663	0.0040542	-4.02052	-3.34569	-2.42007	-3.08793	-0.83952	0.9336761	0.001449841	0.0006936476	1.461305e-06	0.1531158	0.004952124	0.002129108	0.2658013	0.291366	0.0429648	0.0341866	0.0444034	0.148118	0.438961	0.0126432	0.113977	0.220295	0.0181245	0.16339	0.3158	-4.37063	-2.17176	-1.51279	0.360141	0.729222
7253	-8384.4	-8374.28	-10.1179	0.00593686	0.0764657	0.335187	0.000151628	0.00195294	0.0085607	-5.12658	-2.57091	-1.09307	-3.66751	-1.70356	2.537678	0.0009591439	0.0006936476	0.0009954433	0.1505289	0.0002292774	0.002129108	0.2658013	0.324746	0.047887	0.0362111	0.0494904	0.0524164	0.489249	0.0241548	0.113977	0.213729	0.035068	0.165472	0.310293	-3.72327	-2.17176	-1.54305	0.372806	2.94568
7254	-8378.24	-8372.07	-6.16769	0.00867422	0.0764657	0.335187	0.00022154	0.00195294	0.0085607	-4.7474	-2.57091	-1.09307	-3.66751	-1.70356	1.554235	0.0008691575	0.0006936476	0.0009579979	0.158765	0.0002292774	0.0009881506	0.2802482	0.535469	0.0788414	0.059618	0.184532	0.0862985	0.0552412	0.0215675	0.113977	0.213729	0.0323281	0.170843	0.320364	-3.83657	-2.17176	-1.54305	0.404747	0.903948
